DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.3390/buildings13030800,"Synthesized Evaluation of Reinforced Concrete Bridge Defects, Their Non-Destructive Inspection and Analysis Methods: A Systematic Review and Bibliometric Analysis of the Past Three Decades","E. M. Abdelkader, T. Zayed, Nour Faris",Buildings,2023,"Defects are essential indicators to gauge the structural integrity and safety of reinforced concrete bridges. Non-destructive inspection has been pervasively explored over the last three decades to localize and characterize surface and subsurface anomalies in reinforced concrete bridges. In addition, different fuzzy set theory-based, computer vision and artificial intelligence algorithms were leveraged to analyze the data garnered from non-destructive evaluation techniques. In light of the foregoing, this research paper presents a mixed review method that encompasses both bibliometric and systematic analyses of the state-of-the-art work pertinent to the assessment of reinforced concrete bridge defects using non-destructive techniques (CBD_NDT). In this context, this study reviews the literature of journal articles and book chapters indexed in Scopus and Web of Science databases from 1991 to the end of September 2022. To this end, 505 core peer-reviewed journal articles and book chapters are compiled for evaluation after conducting forward and backward snowballing alongside removing irrelevant papers. This research study then exploits both VOSVIEWER and Bibiometrix R Package for the purpose of network visualization and scientometric mapping of the appended research studies. Thereafter, this paper carries out a multifaceted systematic review analysis of the identified literature covering tackled bridge defects, used non-destructive techniques, data processing methods, public datasets, key findings and future research directions. The present study is expected to assist practitioners and policymakers to conceive and synthesize existing research and development bodies, and future trends in the domain of the assessment of bridge defects using non-destructive techniques. It can also aid in raising awareness of the importance of defect management in bridge maintenance systems.",255507775,28,267,,
10.1061/(asce)co.1943-7862.0002419,Adopting BIM to Facilitate Dispute Management in the Construction Industry: A Conceptual Framework Development,"Jinpeng Wang, S. Zhang, P. Fenn, Xiaowei Luo, Yan Liu, Lilin Zhao",Journal of construction engineering and management,2023,(missing abstract),252842368,52,72,,
10.7821/naer.2021.1.591,The Teacher-Student Relationship in the Use of Social Network Sites for Educational Purposes: A Systematic Review,"Laura Camas, Aída Valero, M. Vendrell",(missing journal),2021,"This paper aims at exploring the educational scholarly writing on the teacher-student relationship and performance within the use of Social Network Sites (SNSs) for educational purposes. To that end, a systematic review of 111 journal articles focused on young people, and found in ten relevant databases (ERIC, SCOPUS, WOS, JCR (SSCI), DOAJ, EBSCO, ISOC, REDIB, JSTOR, and PsycARTICLES), has been performed. The results show continuity in the roles of educators and students between physical and virtual spaces. This homogeneous conceptualisation is grounded on student-centred theories. Also, the existence of a theoretical confrontation between the figurative dichotomy of vertical (distance) and horizontal (closeness) teacher-student relationship is revealed and discussed. While most of the reviewed studies focused on requirements for technical training, the need for acquiring digital cultural knowledge is stressed. Finally, some of the educational implications of the ethical dimension of the teacher-student relationship in digital spaces are exposed.",15563708,29,144,,
10.1016/j.jss.2019.110485,A systematic literature review on semantic web enabled software testing,"Mahboubeh Dadkhah, Saeed Araban, Samad Paydar",Journal of Systems and Software,2020,(missing abstract),208083641,41,170,,
10.1109/smc58881.2025.11343018,Chaos Engineering Strategies for Enhancing Resilience in Complex Cyber-Physical (CPS) and Industrial Control Systems (ICS) : a Literature Review,"Ali S. Ismailov, Nadia Saad Noori","IEEE International Conference on Systems, Man and Cybernetics",2025,"Chaos engineering has emerged as a proactive discipline for assessing and enhancing the resilience of complex cyber-physical and industrial control systems. In this literature review, we systematically synthesize recent advances in applying chaos engineering principles to critical infrastructure domains such as power grids, water treatment facilities, and industrial processes. Guided by two central research questions, our review employs a systematic snowball literature review methodology complemented by Boolean keyword searches to identify key experimental studies and frameworks. The literature reveals that deliberate fault injection from sensor disruptions to simulated cyberattacks can effectively uncover hidden vulnerabilities and validate system safeguards. In addition, we highlight the benefits of a modular approach to chaos engineering, whereby complex industrial control systems are decomposed into discrete modules for targeted testing, including the integration of digital twin technologies and cloud-based platforms. Our analysis addresses significant challenges such as safety management, system interdependencies, and the need for domain-specific frameworks, ultimately charting a course for future research and practical applications aimed at designing more robust and reliable critical infrastructures.",298628355,0,16,,
10.1108/ijcs-09-2018-0024,Mobile devices compatibility testing strategy via crowdsourcing,"Q. Naith, F. Ciravegna",International Journal of Crowd Science,2018,"
Purpose
This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamless working.


Design/methodology/approach
This paper proposes a “hybrid crowdsourcing” method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting workflow Developer/Tester- Crowdtesting (DT-CT) that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or leaders. This workflow has been used in a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, high-level (device characteristics) or low-level (code). Additionally, a “crowd-powered knowledge base” has been developed that stores testing results, relevant issues and their solutions.


Findings
The comparison of the presented DT-CT workflow with the common and most recent crowdtesting workflows showed that DT-CT may positively impact the testing process by reducing time-consuming and budget spend because of the direct interaction of developers and crowd testers.


Originality/value
To authors’ knowledge, this paper is the first to propose crowdtesting workflow based on developers and public crowd testers without crowd managers or leaders, which light the beacon for the future research in this field. Additionally, this work is the first that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-users with apps and obtains more concrete results.
",280634850,4,17,,
10.12688/openreseurope.22034.1,Factors shaping non-expert trust in AI: A systematic snowballing review of explainable AI design considerations,"Laura Wright, Iker Legarda, Ganix Lasa, Oscar Escallada",Open Research Europe,2026,"<ns3:p>Background Trust in artificial intelligence (AI) systems is critical for ethical and effective adoption, particularly among non-expert users. This review aimed to identify factors influencing trust and practical considerations for designing explainable AI (XAI) systems. Methods We systematically reviewed the literature following PRISMA 2020 guidelines and using backward and forward citation searches. The primary search was carried out in Web of Science (WoS), with the final search completed in January 2025. Eligible studies were peer-reviewed publications examining trust in AI among non-expert users and/or design considerations for XAI. Exclusion criteria removed studies focused solely on expert users or unrelated to trust or explainability. Results 35 studies involving diverse non-expert populations were included. We used a thematic synthesis approach to identify 33 trust-related factors grouped into personal characteristics, sociocultural influences, design and interaction attributes, and system-level properties (e.g., age, emotions, digital literacy, social norms, usability, aesthetics, explanation type, accuracy, transparency, regulatory compliance). Additionally, 120 design considerations were extracted across nine domains, including type and form of explanation; user experience and interaction; trust, transparency and human oversight; robustness, safety and reliability; data, traceability and the AI lifecycle; regulation and compliance; ethics, values and social responsibility; evaluation methods and metrics; and usage context and organizational factors. Conclusions The review synthesizes emerging perspectives on AI trust and explainability and identifies six domains that warrant further research to support the responsible design and deployment of XAI systems. Limitations include heterogeneous evaluation practices and inconsistent operationalization of trust among non-expert users, which complicates comparability across studies and hinder the responsible deployment of XAI systems.</ns3:p>",311440616,0,42,,
10.1145/3265689.3265690,Hybrid Crowd-powered Approach for Compatibility Testing of Mobile Devices and Applications,"Qamar Naith, F. Ciravegna",International Conference on Crowd Science and Engineering,2018,"Testing mobile applications (apps) to ensure they work seamlessly on all devices can be difficult and expensive, especially for small development teams or companies due to limited available resources. There is a need for methods to outsource testing on all these models and OS versions. In this paper, we propose a crowdsourced testing approach that leverages the power of the crowd to perform mobile device compatibility testing in a novel way. This approach aims to provide support for testing code, features, or hardware characteristics of mobile devices which is hardly investigated. This testing will enable developers to ensure that features and hardware characteristics of any device model or features of a specific OS version will work correctly and will not cause any problems with their apps. It empowers developers to find a solution for issues they may face during the development of an app by asking testers to perform a test or searching a knowledge base provided with the platform. It will offer the ability to add a new issue or add a solution to existing issues. We expect that these capabilities will improve the testing and development of mobile apps by considering variant mobile devices and OS versions on the crowd.",203703978,4,21,,
10.1016/j.techfore.2020.120339,The digital transformation of business. Towards the datafication of the relationship with customers,"Cristina Fernández-Rovira, Jesús Álvarez Valdés, Gemma Molleví, Ruben Nicolas-Sans",Technological Forecasting and Social Change,2021,(missing abstract),135889322,169,74,,
10.1177/10519815261423140,Designing Hybrid Work Organization in the Post-Pandemic Era: A Systematic Literature Review,"Ana Cristina Martins Bruno, Francisco José de Castro Moura Duarte",Work,2026,"BackgroundIn the post-COVID-19 context, hybrid work (HW) expanded rapidly, often without systematic organizational design or alignment to task demands, generating conceptual ambiguities and limited guidance for configuring HW as an organizational system.ObjectiveTo update the conceptualization of HW and identify elements for designing hybrid work organization (HWO) from a task-based perspective.MethodsA systematic literature review was conducted from June to August 2025 following PRISMA guidelines. Peer-reviewed English-language articles (2020-2025) were retrieved from Scopus, and grey literature (2022-2025) was incorporated through complementary searches and snowballing. Research quality was appraised using MMAT and AACODS tools. Of 363 records screened, 110 full texts were assessed, and 25 met inclusion criteria.ResultsHW emerges as a sociotechnical phenomenon embedded in the digital transformation of work. A multidimensional lens - spatial, temporal, digital/virtual, and social - applied to task categories (individual, collaborative, coordination) identified key designable elements for HWO. Findings indicate that HW extends beyond fixed remote-on-site ratios, emphasizing intentional alternation, task-fit configurations, and dynamic adjustments as work evolves.ConclusionsHWO is context-specific and adaptive, shaped by task requirements rather than predefined schedules or locations. No single model prevails; instead, tailored configurations reflect the variability of real work. Advancing HW as a sociotechnical system requires rethinking organizational culture and management logic, shifting from presence and control-oriented paradigms toward flexible, task-driven, and performance-focused approaches. Progress depends on treating organizational design as a participatory process that aligns arrangements with demands.",300837392,0,30,,
