Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Do the Peculiar Economics of Professional Team Sports Apply to Esports? Sequential Snowballing Literature Reviews and Implications","The present research aims to identify the main peculiar economics of professional team sports, reflect on whether they apply to esports, and derive some implications. To achieve this aim, two sequential snowballing literature reviews were conducted. First, the literature on the peculiar economics of professional team sports was reviewed and assessed by the authors, based on their degree of distinctiveness and how core they are for the sector. Second, based on the main peculiar economics identified, a similar process considering economic aspects in the esports literature was conducted. The first review enabled the identification of 50 peculiar economics of professional team sports, of which 12 were assessed as the most distinctive and core to the sector. These 12 main peculiar economics were then considered in relation to the esports literature. This second review enabled the identification of some economic similarities and differences between sports and esports, before deriving some implications.","N. Scelles; Q. Peng; Maurizio Valenti","2021","Economies","10.3390/economies9010031","21","-","https://doi.org/10.3390/economies9010031","","-","-","Include"
"An Ontology-Based Approach to Automated Test Case Generation","-","Shreya M. Banerjee; N. Debnath; A. Sarkar","2021","SN Computer Science","10.1007/s42979-020-00420-8","10","false","https://doi.org/10.1007/s42979-020-00420-8","Computer science; Semantic reasoner; Ontology; Software engineering; Domain (mathematical analysis); Test case; Usability; Context (archaeology); Data mining; Artificial intelligence","en","-","Include"
"The Teacher-Student Relationship in the Use of Social Network Sites for Educational Purposes: A Systematic Review","This paper aims at exploring the educational scholarly writing on the teacher-student relationship and performance within the use of Social Network Sites (SNSs) for educational purposes. To that end, a systematic review of 111 journal articles focused on young people, and found in ten relevant databases (ERIC, SCOPUS, WOS, JCR (SSCI), DOAJ, EBSCO, ISOC, REDIB, JSTOR, and PsycARTICLES), has been performed. The results show continuity in the roles of educators and students between physical and virtual spaces. This homogeneous conceptualisation is grounded on student-centred theories. Also, the existence of a theoretical confrontation between the figurative dichotomy of vertical (distance) and horizontal (closeness) teacher-student relationship is revealed and discussed. While most of the reviewed studies focused on requirements for technical training, the need for acquiring digital cultural knowledge is stressed. Finally, some of the educational implications of the ethical dimension of the teacher-student relationship in digital spaces are exposed.","Laura Camas Garrido; Aída Valero Moya; Mireia Vendrell Morancho","2021","Journal of New Approaches in Educational Research","10.7821/naer.2021.1.591","28","-","https://doi.org/10.7821/naer.2021.1.591","","-","-","Include"
"Towards Semantically Guided Traceability","In many regulated domains, traceability is established across diverse artifacts such as requirements, design, code, test cases, and hazards – either manually or with the help of supporting tools, and the resulting trace links are used to support activities such as impact analysis, compliance verification, and safety inspections. Automated tracing techniques need to leverage the semantics of underlying artifacts in order to establish more accurate trace links and to provide explanations of links that have been created in either a manual or automated fashion. To support this, we propose an automated technique which leverages source code, project artifacts and an external domain corpus to generate a domain-specific concept model. We then use the generated concept model to improve traceability results and to provide explanations of the results. Our approach overcomes existing problems with deep-learning traceability algorithms, as it does not require a training set of existing trace links. Finally, as an initial proof-of-concept, we apply our semantically-guided approach to the Dronology project, and show that it improves over other tracing techniques that do not use a concept model.","Yalin Liu; Jinfeng Lin; Qingkai Zeng; Meng Jiang; J. Cleland-Huang","2020","IEEE International Requirements Engineering Conference","10.1109/re48521.2020.00043","10","-","https://doi.org/10.1109/re48521.2020.00043","","-","-","Include"
"A systematic literature review on semantic web enabled software testing","Abstract Software testing, as a major verification and validation activity which revolves around quality tests, is a knowledge-intensive activity. Hence, it is reasonable to expect that it can be improved by effective application of semantic web technologies, e.g., ontologies, which have been frequently used in knowledge engineering activities. The objective of this work is to investigate and provide a better understanding of how semantic web enabled techniques, i.e., the techniques that are based on the effective application of the semantic web technologies, have been used to support software testing activities. For this purpose, a Systematic Literature Review based on a predefined procedure is conducted. A total of 52 primary studies were identified as relevant, which have undergone a thorough meta-analysis with regards to our posed research questions. This study indicates the benefits of semantic web enabled software testing in both industry and academia. It also identifies main software testing activities that can benefit from the semantic web enabled techniques. Furthermore, contributions of such techniques to the testing process are thoroughly examined. Finally, potentials and difficulties of applying these techniques to software testing, along with the promising research directions are discussed.","Mahboubeh Dadkhah; S. Araban; S. Paydar","2020","Journal of Systems and Software","10.1016/j.jss.2019.110485","31","-","https://doi.org/10.1016/j.jss.2019.110485","","-","-","Include"
"Research Series Review for Transdisciplinarity Assessment—Validation with Sustainable Consumption and Production Research","In light of the escalating challenges for the sustainability of our societies, the need for improving the research of sustainable consumption and production (SCP) aiming to make real changes on the societies towards sustainability is evident. Transdisciplinary (TD) research is a promising way to enhance SCP research; however, insights to operationalize the concept of TD research are needed for both funders and researchers. Therefore, this article proposes an innovative way to capture and analyse a research series for transdisciplinarity assessment in qualitative and quantitative terms. This new way is termed research series review (RSR). This article adopted literature analysis and partly reflexive retrospective reasoning. In particular, citation content analysis was carried out in relation to two research series selected as the cases. The results show that RSR has advantages such as clearer traceability with cause-and-effect relationships. Furthermore, a successful SCP research series is hypothesised to form an iterative process between practical and theoretical fields as well as finding opportunities and proposing solutions.","T. Sakao","2019","Sustainability","10.3390/su11195250","7","-","https://doi.org/10.3390/su11195250","","-","-","Include"
"Computational Advances in Drug Safety: Systematic and Mapping Review of Knowledge Engineering Based Approaches","Drug Safety (DS) is a domain with significant public health and social impact. Knowledge Engineering (KE) is the Computer Science discipline elaborating on methods and tools for developing “knowledge-intensive” systems, depending on a conceptual “knowledge” schema and some kind of “reasoning” process. The present systematic and mapping review aims to investigate KE-based approaches employed for DS and highlight the introduced added value as well as trends and possible gaps in the domain. Journal articles published between 2006 and 2017 were retrieved from PubMed/MEDLINE and Web of Science® (873 in total) and filtered based on a comprehensive set of inclusion/exclusion criteria. The 80 finally selected articles were reviewed on full-text, while the mapping process relied on a set of concrete criteria (concerning specific KE and DS core activities, special DS topics, employed data sources, reference ontologies/terminologies, and computational methods, etc.). The analysis results are publicly available as online interactive analytics graphs. The review clearly depicted increased use of KE approaches for DS. The collected data illustrate the use of KE for various DS aspects, such as Adverse Drug Event (ADE) information collection, detection, and assessment. Moreover, the quantified analysis of using KE for the respective DS core activities highlighted room for intensifying research on KE for ADE monitoring, prevention and reporting. Finally, the assessed use of the various data sources for DS special topics demonstrated extensive use of dominant data sources for DS surveillance, i.e., Spontaneous Reporting Systems, but also increasing interest in the use of emerging data sources, e.g., observational healthcare databases, biochemical/genetic databases, and social media. Various exemplar applications were identified with promising results, e.g., improvement in Adverse Drug Reaction (ADR) prediction, detection of drug interactions, and novel ADE profiles related with specific mechanisms of action, etc. Nevertheless, since the reviewed studies mostly concerned proof-of-concept implementations, more intense research is required to increase the maturity level that is necessary for KE approaches to reach routine DS practice. In conclusion, we argue that efficiently addressing DS data analytics and management challenges requires the introduction of high-throughput KE-based methods for effective knowledge discovery and management, resulting ultimately, in the establishment of a continuous learning DS system.","P. Natsiavas; A. Malousi; C. Bousquet; M. Jaulent; V. Koutkias","2019","Frontiers in Pharmacology","10.3389/fphar.2019.00415","15","-","https://doi.org/10.3389/fphar.2019.00415","","-","-","Include"
"Challenges and facilitators practices for knowledge management in large-scale scrum teams","ABSTRACT Sharing and managing knowledge is an essential resource for the success of a Scrum team. However, widely known knowledge management practices typically address only team level collaboration, which cannot be easily scaled to multiple Scrum teams. In this sense, this paper conducts an empirical study at one of the largest information technology companies operating in Portugal, in which multiple Scrum teams working locally and in remote offices develops e-commerce solutions for the African market. Several facilitators’ knowledge practices are identified and discussed, and also the main challenges and difficulties of scaling Scrum practices for large-scale teams are addressed.","F. Almeida; Emanuel Miranda; João Falcão","2019","Journal of IT Cases and Applications","10.1080/15228053.2019.1637087","15","-","https://doi.org/10.1080/15228053.2019.1637087","","-","-","Include"
"Mobile devices compatibility testing strategy via crowdsourcing","
Purpose
This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamless working.


Design/methodology/approach
This paper proposes a “hybrid crowdsourcing” method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting workflow Developer/Tester- Crowdtesting (DT-CT) that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or leaders. This workflow has been used in a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, high-level (device characteristics) or low-level (code). Additionally, a “crowd-powered knowledge base” has been developed that stores testing results, relevant issues and their solutions.


Findings
The comparison of the presented DT-CT workflow with the common and most recent crowdtesting workflows showed that DT-CT may positively impact the testing process by reducing time-consuming and budget spend because of the direct interaction of developers and crowd testers.


Originality/value
To authors’ knowledge, this paper is the first to propose crowdtesting workflow based on developers and public crowd testers without crowd managers or leaders, which light the beacon for the future research in this field. Additionally, this work is the first that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-users with apps and obtains more concrete results.
","Q. Naith; F. Ciravegna","2018","International Journal of Crowd Science","10.1108/ijcs-09-2018-0024","4","-","https://doi.org/10.1108/ijcs-09-2018-0024","","-","-","Include"
"Hybrid Crowd-powered Approach for Compatibility Testing of Mobile Devices and Applications","Testing mobile applications (apps) to ensure they work seamlessly on all devices can be difficult and expensive, especially for small development teams or companies due to limited available resources. There is a need for methods to outsource testing on all these models and OS versions. In this paper, we propose a crowdsourced testing approach that leverages the power of the crowd to perform mobile device compatibility testing in a novel way. This approach aims to provide support for testing code, features, or hardware characteristics of mobile devices which is hardly investigated. This testing will enable developers to ensure that features and hardware characteristics of any device model or features of a specific OS version will work correctly and will not cause any problems with their apps. It empowers developers to find a solution for issues they may face during the development of an app by asking testers to perform a test or searching a knowledge base provided with the platform. It will offer the ability to add a new issue or add a solution to existing issues. We expect that these capabilities will improve the testing and development of mobile apps by considering variant mobile devices and OS versions on the crowd.","Q. Naith; F. Ciravegna","2018","International Conference on Crowd Science and Engineering","10.1145/3265689.3265690","4","false","https://doi.org/10.1145/3265689.3265690","Compatibility (geochemistry); Computer science; Embedded system; Engineering; Chemical engineering","en","-","Include"
"Serious Games Supported by Virtual Reality—Literature Review","Serious games supported by virtual reality (VR) offer innovative solutions across diverse fields, such as education, therapy, and professional training, leveraging immersive and interactive environments to enhance engagement and learning outcomes. This paper provides a comprehensive literature review of VR-based serious games, focusing on their applications, benefits, and challenges. Key themes include the transformative impact of VR on education through improved motivation and experiential learning, therapeutic applications addressing physical and mental health, and professional training in hazardous and high-skill environments. Despite their potential, adoption is hindered by challenges such as high costs, limited accessibility, ethical concerns, and technical limitations, including cybersickness and scalability issues. This review also highlights emerging trends, including AI-driven adaptive learning, advancements in haptic feedback, and the integration of multisensory experiences, offering opportunities to address these barriers. By synthesizing current research and identifying critical gaps, this paper provides actionable recommendations for researchers and developers to maximize the impact of serious VR games in creating inclusive, effective, and scalable solutions for diverse user needs.","Nadia Damianova; Santiago Berrezueta-Guzman","2025","IEEE Access","10.1109/access.2025.3544022","19","-","https://doi.org/10.1109/access.2025.3544022","","-","-","Include"
"The digital transformation of business. Towards the datafication of the relationship with customers","ABSTRACT Research presents an analysis of the most recent literature focused on digital transformation in business with special emphasis on the area of marketing. Within the framework of the changes that characterize the digital revolution in the Information Society, the use of Big Data is presented as the most important challenge and innovation of recent years. The use of massive data, only accessible to the largest companies, is seen as an effective tool for building customer loyalty by using data generated by the customers themselves to predict their behavior as consumers. However, this same use of data also raises ethical questions which should be explored.","Cristina Fernández-Rovira; Jesús Álvarez Valdés; Gemma Molleví; Ruben Nicolas-Sans","2021","Technological Forecasting and Social Change","10.1016/j.techfore.2020.120339","146","false","https://doi.org/10.1016/j.techfore.2020.120339","Digital transformation; Loyalty; Big data; Transformation (genetics); Marketing; Loyalty business model; Business; Business model; Computer science; Data science","en","-","Include"
"International Journal of Crowd Science Mobile devices compatibility testing strategy via crowdsourcing","Purpose – This paper aims to support small mobile application development teams or companies performing testing on a large variety of operating systems versions and mobile devices to ensure their seamlessworking. Design/methodology/approach – This paper proposes a “ hybrid crowdsourcing ” method that leverages the power of public crowd testers. This leads to generating a novel crowdtesting work ﬂ ow Developer/Tester-Crowdtesting (DT-CT) that focuses on developers and crowd testers as key elements in the testing process without the need for intermediate as managers or leaders. This work ﬂ ow has been used in a novel crowdtesting platform (AskCrowd2Test). This platform enables testing the compatibility of mobile devices and applications at two different levels, high-level (device characteristics) or low-level (code). Additionally, a “ crowd-powered knowledge base ” has been developed that stores testing results, relevant issues and their solutions. Findings – The comparison of the presented DT-CT work ﬂ ow with the common and most recent crowdtesting work ﬂ ows showed that DT-CT may positively impact the testing process by reducing time-consuming andbudget spendbecause of the direct interactionof developers and crowd testers. Originality/value – To authors ’ knowledge, this paper is the ﬁ rst to propose crowdtesting work ﬂ ow based on developers and public crowd testers without crowd managers or leaders, which light the beacon for the future research in this ﬁ eld. Additionally, this work is the ﬁ rst that authorizes crowd testers with a limited level of experience to participate in the testing process, which helps in studying the behaviors and interaction of end-userswith apps andobtains more concreteresults.","Q. Naith; F. Ciravegna","2019","International Journal of Crowd Science","10.1108/ijcs-09-2018-0024","-","-","https://doi.org/10.1108/ijcs-09-2018-0024","","en","22","Include"
"Engineering Applications of Artificial Intelligence","-","Lauren McMillan; Liz Varga","2024","Synthesis lectures on engineering, science, and technology","10.1007/978-3-031-50300-9","300","-","https://doi.org/10.1007/978-3-031-50300-9","","en","-","Include"
"A Comprehensive Review of the Key Deterioration Factors of Concrete Bridge Decks","Bridges are generally acknowledged as one of the vital structures of transportation systems. Meanwhile, they are prone to time-variant damage and deterioration mechanisms over their life span. With that in mind, this research study aims to explore state-of-the-art work in relation to deterioration models and related critical factors of reinforced concrete bridges. Particularly, this study presents a mixed review methodology (scientometric and systematic) that reviews over 300 publications in Scopus and Web of Science databases over the period 1985–2023. The study scrutinized and categorized the wide spectrum of deterioration factors in reinforced concrete bridges with the help of deterioration models. Results manifested that implicating deterioration factors can be grouped into seven main clusters, namely chemical, material properties, design &amp; construction, physical, operational, environmental, and force majeure. In addition, it is noted that hitherto, there has been a lack of sufficient research efforts on non-destructive evaluation-based deterioration models.","Abdelazim Ibrahim; Sherif Abdelkhalek; Tarek Zayed; Abdul Hannan Qureshi; Eslam Mohammed Abdelkader","2024","Buildings","10.3390/buildings14113425","36","true","https://doi.org/10.3390/buildings14113425","Bridge (graph theory); Key (lock); Engineering; Structural engineering; Forensic engineering; Construction engineering; Computer science; Medicine; Computer security; Internal medicine","en","-","Include"
"Model of Organization of Software Testing for Cyber-Physical Systems","-","Dmitriy Tobin; А. В. Богомолов; Mikhail Golosovskiy","2022","Studies in systems, decision and control","10.1007/978-3-030-95120-7_5","28","false","https://doi.org/10.1007/978-3-030-95120-7_5","Software reliability testing; Cyber-physical system; System integration testing; Computer science; Reliability engineering; Software; Software construction; Reliability (semiconductor); Software system; Verification and validation","en","10","Include"
"Improving the classification of data deficient species in Red Lists: the case of the trigonal clam &gt;i&lt;Tivela mactroides&gt;/i&lt; (Born, 1778) (Bivalvia) in São Paulo State","\n Endangered species lists (or Red Lists) are useful tools for species conservation but, if inappropriately applied, they can be sources of conflict. This situation is aggravated for marine species, whose data deficiency is associated with the difficulties in the acquisition of information about the ecology of most organisms, especially invertebrates. In addition, lists can be made for different administrative levels (Global, National, Regional etc.) and, therefore, adequate information is needed for each of these scales. The list of endangered species of the State of São Paulo, Brazil, includes the trigonal clam Tivela mactroides, a beach bivalve used as food and recreation resource by inhabitants and tourists on the Northern Coast of the state. The lack of information on concepts and criteria to support inclusion in the state Red List and the potential negative consequences of this management tool to clam users raised concern on its application to T. mactroides. To overcome this data deficiency, we employed a stepped strategy to qualify information on its geographic distribution and trends in population size and potential threats. In this work, we developed a strategy of gathering information aiming to improve the categorization of this clam in the list of endangered species. We combined incremental steps considering review of literature and data repositories, simplified habitat suitability model, interviews with experts and local community, citizen science approach and beach validation visits. The combination of the employed methods revealed the occurrence of T. mactroides in 59 beaches, more than what could had been previously identified by traditional methods available (41 beaches) to the creation of Red Lists: Literature review, data repositories and experts. The literature was insufficient to inform the trends in population density and the possible threats. The overall temporal trends in the size of populations derived from interviews indicated a decrease, both for specific beaches and for the coastal as a whole. Waste water, oil spills and other pollutants were frequently mentioned, by both experts and communities, while clam capture was not cited as often as a threat. Considering that a species included in the List of Threatened Species of the State of São Paulo is protected from capture by law, the inclusion on the list might not offer full protection for T. mactroides due to the existence of multiple threats and the risk of habitat loss. An Ecosystem Based approach, facing both direct and indirect pressures on clam populations, would be the most adequate course of action to support conservation and sustainable use of Tivela mactroides. We demonstrated possible weaknesses and strengths of the methods, proposing that each method can be applied for conservation purposes depending on the characteristics of the project.\n","Thaís Fonseca Rech","2020","-","10.11606/d.21.2020.tde-09032020-160255","-","true","https://doi.org/10.11606/d.21.2020.tde-09032020-160255","Bivalvia; State (computer science); Genealogy; Trigonal crystal system; Geography; Biology; Zoology; History; Mollusca; Computer science","en","-","Include"
"Integrating AI and knowledge systems to automate bug reporting in software testing","Software (SW) testing is a vital part of software engineering, gaining importance as the field advances through key developments. Bug reporting analysis is a critical phase of SW testing. It requires collaboration between developers and clients. Manual bug review by experts often results in misclassification and delays due to the process’s complexity. Introducing the knowledge management (KM) cycle can enhance bug reporting by improving cost and quality. As the primary focus of this study is on classification and analytical processing of bug description to extract three key outputs (Bug Notification, Severity, and Responsible Side) that form the basis for bug reporting, this study presents the Testing Bug Report Generation (TBRG-KM) model; the basic idea for this is applying the KM principles to generate a learning-based system for bug reporting, analyzing and using Deep Learning (DL) as a technical implementation and embodiment for the TBRG-KM model. The TBRG-KM focuses on three key bug report features: Bug Notification, Severity, and Responsible Side. The model explores twelve variations using CNN, LSTM, GRU, and Bi-LSTM with attention mechanisms. The model was tested on a dataset comprising 20,171 bug reports from an agile e-commerce project targeting both web and Android frameworks. The Bi-LSTM with attention delivered the highest performance, achieving 0.95 accuracy for Bug Notification and 0.92 for Severity and Responsible Side.","Rehab Adel; Farida Youness; Ahmed Kolkila; A Al-Marakeby; Nagdy Mahmoud Nagdy","2026","Discover Applied Sciences","10.1007/s42452-026-08624-y","-","true","https://doi.org/10.1007/s42452-026-08624-y","Computer science; Agile software development; Software engineering; Key (lock); Software bug; Software; Knowledge base; Software regression; Field (mathematics); Security bug","en","-","Include"
