"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PH2JMYHC","conferencePaper","2008","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","Estratégia para Apoiar a Seleção de Abordagens de Teste Baseado em Modelos para Projetos de Software","Brazilian Symposium on Software Quality","","","","https://api.semanticscholar.org/CorpusID:248326310","","2008","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63S42RMF","journalArticle","2021","Ramli, Nuraminah; Othman, Rozmie Razif; Hendradi, Rimuljo; Iszaidy, I.","T-way Test Suite Generation Strategy based on Ant Colony Algorithm to Support T-way Variable Strength","Journal of Physics: Conference Series","","","","https://api.semanticscholar.org/CorpusID:234035450","","2021","2026-05-02 14:15:03","2026-05-02 14:15:03","","","","","1755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNLH2SKW","conferencePaper","2006","Wojcicki, Margaret A.; Strooper, Paul A.","A state-of-practice questionnaire on verification and validation for concurrent programs","Parallel and Distributed Systems: Testing, Analysis, and Debugging","","","","https://api.semanticscholar.org/CorpusID:1573639","","2006","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27IHPWHB","journalArticle","2019","Santos, Ítalo; Souza, Simone do Rocio Senger de","Study and definition of project attributes for selection of testing techniques for concurrent software","Anais Estendidos da Conferência Brasileira de Software: Teoria e Prática","","","","https://api.semanticscholar.org/CorpusID:204094645","","2019","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KXPDY37","journalArticle","2017","Melo, Silvana Morita; Souza, Simone do Rocio Senger de; Souza, Paulo Sergio Lopes de; Carver, Jeffrey C.","How to test your concurrent software: an approach for the selection of testing techniques","Proceedings of the 4th ACM SIGPLAN International Workshop on Software Engineering for Parallel Systems","","","","https://api.semanticscholar.org/CorpusID:3590036","","2017","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JC6ELUV5","journalArticle","2013","Chiam, Yin Kia; Staples, Mark; Ye, Xin; Zhu, Liming","Applying a selection method to choose Quality Attribute Techniques","Inf. Softw. Technol.","","","","https://api.semanticscholar.org/CorpusID:13960663","","2013","2026-05-02 14:15:04","2026-05-02 14:15:04","","1419-1436","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NM7UC7WH","conferencePaper","2013","Bauersfeld, Sebastian; Vos, Tanja E. J.; Lakhotia, Kiran","Unit Testing Tool Competitions - Lessons Learned","FITTEST@ICTSS","","","","https://api.semanticscholar.org/CorpusID:7670205","","2013","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK3HC827","conferencePaper","2012","Machado, Ivan do Carmo","Towards a reasoning framework for software product line testing","Software Product Lines Conference","","","","https://api.semanticscholar.org/CorpusID:10746352","","2012","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCE89KWP","conferencePaper","2008","Falessi, Davide","A Toolbox for software architecture design","","","","","https://api.semanticscholar.org/CorpusID:265973927","","2008","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPL498CD","journalArticle","2015","Schiaffonati, Viola; Verdicchio, Mario","Rethinking Experiments in a Socio-Technical Perspective: The Case of Software Engineering","Philosophies","","","","https://api.semanticscholar.org/CorpusID:16056120","","2015","2026-05-02 14:15:04","2026-05-02 14:15:04","","87-101","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9YIP2WW","journalArticle","2023","Maurere, Max; Maurer, Peter M.","We're Drowning in Errors","2023 International Conference on Computational Science and Computational Intelligence (CSCI)","","","","https://api.semanticscholar.org/CorpusID:271295351","","2023","2026-05-02 14:15:04","2026-05-02 14:15:04","","1594-1597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZMIR9PT","conferencePaper","2011","Eldh, Sigrid","On Test Design","","","","","https://api.semanticscholar.org/CorpusID:56592549","","2011","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AH2ITM5I","journalArticle","2015","Rueda, Urko; Vos, Tanja E. J.; Prasetya, I. S. W. B.","Unit Testing Tool Competition – Round Three","2015 IEEE/ACM 8th International Workshop on Search-Based Software Testing","","","","https://api.semanticscholar.org/CorpusID:14163014","","2015","2026-05-02 14:15:04","2026-05-02 14:15:04","","19-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5H42NUGZ","journalArticle","2020","Vegas, Sira; Riofrío, Patricia; Marcos, Esperanza; Juristo, Natalia","On (Mis)perceptions of testing effectiveness: an empirical study","Empirical Software Engineering","","","","https://api.semanticscholar.org/CorpusID:218527729","","2020","2026-05-02 14:15:04","2026-05-02 14:15:04","","2844 - 2896","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMGNMCSL","journalArticle","2022","Vázquez, Hernán Ceferino; Pace, Jorge Andrés Díaz; Marcos, Claudia A.; Vidal, Santiago A.","Retrieving and Ranking Relevant JavaScript Technologies from Web Repositories","ArXiv","","","","https://api.semanticscholar.org/CorpusID:249191924","","2022","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","abs/2205.15086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JX6GY83","conferencePaper","2012","Asoudeh, Nesa; Labiche, Yvan","Requirement-based Software Testing With the UML: A Systematic Mapping Study","International Conference on Software Engineering Advances","","","","https://api.semanticscholar.org/CorpusID:67096168","","2012","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KQU2JRX","journalArticle","2013","Cotroneo, Domenico; Pietrantuono, Roberto; Russo, Stefano","A learning-based method for combining testing techniques","2013 35th International Conference on Software Engineering (ICSE)","","","","https://api.semanticscholar.org/CorpusID:8101507","","2013","2026-05-02 14:15:04","2026-05-02 14:15:04","","142-151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QRCEFVLU","journalArticle","2016","Bedoya, Albeiro Espinosa; Pérez, Yury Montoya; Marin, Hector","A review on verification and validation for embedded software","IEEE Latin America Transactions","","","","https://api.semanticscholar.org/CorpusID:31541572","","2016","2026-05-02 14:15:04","2026-05-02 14:15:04","","2339-2347","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGZPICXC","journalArticle","2006","Eldh, Sigrid; Hansson, Hans A.; Punnekkat, Sasikumar; Pettersson, Anders; Sundmark, Daniel","A Framework for Comparing Efficiency, Effectiveness and Applicability of Software Testing Techniques","Testing: Academic & Industrial Conference - Practice And Research Techniques (TAIC PART'06)","","","","https://api.semanticscholar.org/CorpusID:8244042","","2006","2026-05-02 14:15:04","2026-05-02 14:15:04","","159-170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZ3G8NRN","conferencePaper","2010","Saif, Shahela; Khan, Aliya Ashraf; Arif, Fahim","An analysis of a comprehensive planning framework for customizing SQA","National Symposium on Electromagnetic Compatibility","","","","https://api.semanticscholar.org/CorpusID:17747259","","2010","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNKCC8ML","journalArticle","2013","Bauersfeld, Sebastian; Vos, Tanja E. J.; Lakhotia, Kiran; Poulding, Simon M.; Condori-Fernández, Nelly","Unit Testing Tool Competition","2013 IEEE Sixth International Conference on Software Testing, Verification and Validation Workshops","","","","https://api.semanticscholar.org/CorpusID:11815337","","2013","2026-05-02 14:15:04","2026-05-02 14:15:04","","414-420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7QWJHMK7","conferencePaper","2008","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","Supporting the selection of model-based testing approaches for software projects","International Conference/Workshop on Automation of Software Test","","","","https://api.semanticscholar.org/CorpusID:14849590","","2008","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGR6JVDS","conferencePaper","","","Bridging Theory and Practice: Designing Immersive VR Environments for Legal Education","","","","","https://api.semanticscholar.org/CorpusID:287478313","","","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZGMLDPC","journalArticle","2020","Santos, Ítalo; Furlanetti, Andre B. P.; Melo, Silvana Morita; Souza, Paulo Sergio Lopes de; Delamaro, Márcio Eduardo; Souza, Simone do Rocio Senger de","Contributions to improve the combined selection of concurrent software testing techniques","Proceedings of the 5th Brazilian Symposium on Systematic and Automated Software Testing","","","","https://api.semanticscholar.org/CorpusID:225041678","","2020","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK6L5EXN","journalArticle","2006","Vegas, Sira; Juzgado, Natalia Juristo; Basili, Victor R.","Packaging experiences for improving testing technique selection","J. Syst. Softw.","","","","https://api.semanticscholar.org/CorpusID:264407415","","2006","2026-05-02 14:15:04","2026-05-02 14:15:04","","1606-1618","","","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"365ZG5TC","conferencePaper","2012","Wang, Zhongshi","A characterization approach to selecting verification and validation techniques for simulation projects","Online World Conference on Soft Computing in Industrial Applications","","","","https://api.semanticscholar.org/CorpusID:2087650","","2012","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MH9QCCB","conferencePaper","2015","Villalón, José Antonio Calvo-Manzano; Agustín, Gonzalo Cuevas; Puello, José de Jesús Jiménez; Gilabert, Tomás San Feliu","Characterization of tests focused on validation of software project","","","","","https://api.semanticscholar.org/CorpusID:59388924","","2015","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VMEYCL2","conferencePaper","2018","Moura, F.; Melo, Silvana Morita; Souza, Simone do Rocio Senger de","SeleCTT: ferramenta para automatização do processo de seleção de técnicas de teste de software concorrente","","","","","https://api.semanticscholar.org/CorpusID:209767077","","2018","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNHS7AA6","journalArticle","2014","Pham, Raphael; Kiesling, Stephan; Liskin, Olga; Singer, Leif; Schneider, Kurt","Enablers, inhibitors, and perceptions of testing in novice software teams","Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","","","","https://api.semanticscholar.org/CorpusID:2036460","","2014","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XRKCH2Q","journalArticle","2017","Sujata; Purohit, G. N.","Classification model for test case prioritization techniques","2017 International Conference on Computing, Communication and Automation (ICCCA)","","","","https://api.semanticscholar.org/CorpusID:33242765","","2017","2026-05-02 14:15:04","2026-05-02 14:15:04","","919-924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CI39AACJ","conferencePaper","2018","Ibarra, Roger Guasch; Rodriguez, Glen D.","SoTesTeR: Software Testing Techniques' Recommender System Using a Collaborative Approach","Symposium on Information Management and Big Data","","","","https://api.semanticscholar.org/CorpusID:71140224","","2018","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKK4DVNC","journalArticle","2017","Melo, Silvana Morita; Souza, Simone do Rocio Senger de; Sarmanho, Felipe S.; Souza, Paulo Sergio Lopes de","Contributions for the structural testing of multithreaded programs: coverage criteria, testing tool, and experimental evaluation","Software Quality Journal","","","","https://api.semanticscholar.org/CorpusID:41282731","","2017","2026-05-02 14:15:04","2026-05-02 14:15:04","","921 - 959","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9GIAU4M","journalArticle","2021","Santos, Ítalo; Souza, Simone do Rocio Senger de; Melo, Silvana Morita","Extended Abstract - CTDSI/CTCCSI 2021 - Study and definition of project attributes for selection of testing techniques for concurrent software","Anais Estendidos do XVII Simpósio Brasileiro de Sistemas de Informação (Anais Estendidos do SBSI 2021)","","","","https://api.semanticscholar.org/CorpusID:236277251","","2021","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VC8IMI88","journalArticle","2010","Dias-Neto, Arilo Claudio; Travassos, Guilherme Horta","A Picture from the Model-Based Testing Area: Concepts, Techniques, and Challenges","Adv. Comput.","","","","https://api.semanticscholar.org/CorpusID:46448945","","2010","2026-05-02 14:15:04","2026-05-02 14:15:04","","45-120","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENPMWNTG","journalArticle","2013","Wang, Zhongshi","Selecting verification and validation techniques for simulation projects: A planning and tailoring strategy","2013 Winter Simulations Conference (WSC)","","","","https://api.semanticscholar.org/CorpusID:8526267","","2013","2026-05-02 14:15:04","2026-05-02 14:15:04","","1233-1244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ILXFRX2","conferencePaper","2012","Kumar, A. Nirmal; Geetha, B. G.","Achieving Software Engineering Knowledge Items with an Unit Testing Approach","","","","","https://api.semanticscholar.org/CorpusID:61884284","","2012","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8XG7TN5","journalArticle","2020","Rajput, Amna Hafeez; Anirudh; Joshi, Sheetal S.","Techniques of Test Case Prioritization","Asset Analytics","","","","https://api.semanticscholar.org/CorpusID:219877526","","2020","2026-05-02 14:15:04","2026-05-02 14:15:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
