Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"The Analysis of Conceptual Theoretical Approaches to the Problem of Technology Transfer in Foreign Universities","The article overviews the existing models of technology transfer, including those within foreign universities, and highlights the most relevant ones that can be used by Russian universities in the post-COVID-19 conditions. The study should allow the university-based transfer centers to choose the model which is mostly suitable for their situation, and to include elements that will help them to maximize the efficiency of their activities. The existing centers will be able to make changes in their activity in order to update and/or to transform it in accordance with the changed conditions. For the management personnel of the university, the article also provides practical recommendations on managing technology transfer centers. The authors reveal the key functioning elements of various technology transfer models, which can be used by management personnel to design technology transfer centers based on Russian universities. The possible result of the stakeholders’ getting to know this study might be their creating and implementing regulations to govern the technology transfer centers’ activities; forming a personnel reserve; advanced existing personnel training and multi-competence teams’ creating; forming a flexible budgetary policy, as well as a policy of values, for the technology transfer center to function within.","Н. Э. Овчинникова; Д. Г. Лазаренко","2021","University Management Practice and Analysis","10.15826/umpa.2021.01.005","4","-","https://doi.org/10.15826/umpa.2021.01.005","","-","-","Include"
"Technology transfer oriented to sustainable development: proposal of a theoretical model based on barriers and opportunities","-","Alana Corsi; Fabiane Florencio de Souza; R. Pagani; J. Kovaleski","2021","Scientometrics","10.1007/s11192-021-03969-0","22","false","https://doi.org/10.1007/s11192-021-03969-0","Documentation; Sustainable development; Process (computing); Process management; Computer science; Management science; Plan (archaeology); Macro; Work (physics); Conceptual model","en","32","Include"
"Model-based testing in practice: An experience report from the web applications domain","In the context of a large software testing company, we have deployed the model-based testing (MBT) approach to take the company's test automation practices to higher levels of maturity /and capability. We have chosen, from a set of open-source/commercial MBT tools, an open-source tool named GraphWalker, and have pragmatically used MBT for end-to-end test automation of several large web and mobile applications under test. The MBT approach has provided, so far in our project, various tangible and intangible benefits in terms of improved test coverage (number of paths tested), improved test-design practices, and also improved real-fault detection effectiveness. The goal of this experience report (applied research report), done based on""action research"", is to share our experience of applying and evaluating MBT as a software technology (technique and tool) in a real industrial setting. We aim at contributing to the body of empirical evidence in industrial application of MBT by sharing our industry-academia project on applying MBT in practice, the insights that we have gained, and the challenges and questions that we have faced and tackled so far. We discuss an overview of the industrial setting, provide motivation, explain the events leading to the outcomes, discuss the challenges faced, summarize the outcomes, and conclude with lessons learned, take-away messages, and practical advices based on the described experience. By learning from the best practices in this paper, other test engineers could conduct more mature MBT in their test projects.","V. Garousi; A. Keles; Yunus Balaman; Zeynep Özdemir Güler; Andrea Arcuri","2021","Journal of Systems and Software","10.1016/j.jss.2021.111032","31","-","https://doi.org/10.1016/j.jss.2021.111032","","-","-","Include"
"Robust Machine Learning in Critical Care — Software Engineering and Medical Perspectives","Using machine learning in clinical practice poses hard requirements on explainability, reliability, replicability and robustness of these systems. Therefore, developing reliable software for monitoring critically ill patients requires close collaboration between physicians and software engineers. However, these two different disciplines need to find own research perspectives in order to contribute to both the medical and the software engineering domain. In this paper, we address the problem of how to establish a collaboration where software engineering and medicine meets to design robust machine learning systems to be used in patient care. We describe how we designed software systems for monitoring patients under carotid endarterectomy, in particular focusing on the process of knowledge building in the research team. Our results show what to consider when setting up such a collaboration, how it develops over time and what kind of systems can be constructed based on it. We conclude that the main challenge is to find a good research team, where different competences are committed to a common goal.","M. Staron; Helena Odenstedt Herg'es; S. Naredi; L. Block; Ali El-Merhi; Richard Vithal; M. Elam","2021","Workshop on AI Engineering - Software Engineering for AI","10.1109/wain52551.2021.00016","3","-","https://doi.org/10.1109/wain52551.2021.00016","","-","-","Include"
"Transferring a model-based development methodology to the automotive industry","This paper reports on our experience in transferring an academic model-based methodology for the development of automotive software systems into an industrial integrated development environment. The transferred methodology makes use of two industrial modelling languages and provides for the development and architectural exploration of automotive system and software designs with temporal awareness. We demonstrate the usage of the transferred methodology using the brake-by-wire automotive functionality. Eventually, we describe the challenges we have faced and the lessons we have learned in performing this technology transfer.","Alessio Bucaioni; Vlatko Dimic; Mattias Gålnander; Henrik Lönn; John Lundbäck","2021","International Conference on Industrial Technology","10.1109/icit46573.2021.9453680","4","-","https://doi.org/10.1109/icit46573.2021.9453680","","-","-","Include"
"Using Machine Intelligence to Prioritise Code Review Requests","Modern Code Review (MCR) is the process of reviewing new code changes that need to be merged with an existing codebase. As a developer, one may receive many code review requests every day, i.e., the review requests need to be prioritised. Manually prioritising review requests is a challenging and time-consuming process. To address the above problem, we conducted an industrial case study at Ericsson aiming at developing a tool called Pineapple, which uses a Bayesian Network to prioritise code review requests. To validate our approach/tool, we deployed it in a live software development project at Ericsson, wherein more than 150 developers develop a telecommunication product. We focused on evaluating the predictive performance, feasibility, and usefulness of our approach. The results indicate that Pineapple has competent predictive performance (RMSE = 0.21 and MAE = 0.15). Furthermore, around 82.6% of Pineapple's users believe the tool can support code review request prioritisation by providing reliable results, and around 56.5% of the users believeit helps reducing code review lead time. As future work, we planto evaluate Pineapple's predictive performance, usefulness, and feasibility through a longitudinal investigation.","Nishrith Saini; Ricardo Britto","2021","2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)","10.1109/icse-seip52600.2021.00010","20","-","https://doi.org/10.1109/icse-seip52600.2021.00010","","-","-","Include"
"TestDCat 3.0: catalog of test debt subtypes and management activities","-","B. S. Aragão; Rossana Andrade; I. Santos; Rute N. S. Castro; Valéria Lelli; Ticianne G. R. Darin","2021","Software quality journal","10.1007/s11219-020-09533-y","11","false","https://doi.org/10.1007/s11219-020-09533-y","Technical debt; Test strategy; Computer science; Software quality; Debt; Test (biology); Quality (philosophy); Test Management Approach; Software; Business","en","45","Include"
"Extraction of test cases procedures from textual use cases: is it worth it?","Software testing plays a major role in the quality of software since it assures that the software complies with its expected behavior. However, this is an expensive activity and, thus, companies usually do not perform testing activities on software projects due to the time required. These costs may be even higher in testing processes that rely only on manual test execution, which is both time-consuming and error-prone. One strategy commonly used to mitigate these costs is to use tools to automate testing activities such as test execution, test documentation, and test case generation. This paper presents an experience report in the context of a Test Factory about the use of a tool that partially automates the specification of test procedures from textual use cases. This tool automatically retrieves use cases from the requirement management system, generates the test case procedures, requires inputs from the tester, and then sends the test cases to the test management system. This paper details how this tool was used in real releases of an industrial software project. We also evaluated our tool with four test analysts from a different project to gather more data regarding its efficiency to support the test case documentation.","Erick Barros dos Santos; Lucas Simão da Costa; Thaís Marinho De Amorim; B. S. Aragão; I. Santos; Danilo Reis de Vasconcelos; Rossana Andrade","2020","Journal of Software Engineering Research and Development","10.5753/jserd.2020.731","-","-","https://doi.org/10.5753/jserd.2020.731","","-","-","Include"
"Industry-Academia research collaboration in software engineering: The Certus model","Abstract Context Research collaborations between software engineering industry and academia can provide significant benefits to both sides, including improved innovation capacity for industry, and real-world environment for motivating and validating research ideas. However, building scalable and effective research collaborations in software engineering is known to be challenging. While such challenges can be varied and many, in this paper we focus on the challenges of achieving participative knowledge creation supported by active dialog between industry and academia and continuous commitment to joint problem solving. Objective This paper aims to understand what are the elements of a successful industry-academia collaboration that enable the culture of participative knowledge creation. Method We conducted participant observation collecting qualitative data spanning 8 years of collaborative research between a software engineering research group on software V&V and the Norwegian IT sector. The collected data was analyzed and synthesized into a practical collaboration model, named the Certus Model. Results The model is structured in seven phases, describing activities from setting up research projects to the exploitation of research results. As such, the Certus model advances other collaborations models from literature by delineating different phases covering the complete life cycle of participative research knowledge creation. Conclusion The Certus model describes the elements of a research collaboration process between researchers and practitioners in software engineering, grounded on the principles of research knowledge co-creation and continuous commitment to joint problem solving. The model can be applied and tested in other contexts where it may be adapted to the local context through experimentation.","D. Marijan; A. Gotlieb","2020","Information and Software Technology","10.1016/j.infsof.2020.106473","46","-","https://doi.org/10.1016/j.infsof.2020.106473","","-","-","Include"
"Evaluating and strategizing the onboarding of software developers in large-scale globally distributed projects","The combination of scale and distribution in software projects makes the onboarding of new developers problematic. To the best of our knowledge, there is no research on the relationship between onb ...","Ricardo Britto; Darja Šmite; Lars-Ola Damm; J. Börstler","2020","Journal of Systems and Software","10.1016/j.jss.2020.110699","32","-","https://doi.org/10.1016/j.jss.2020.110699","","-","-","Include"
"On the Industrial Applicability of Augmented Testing: An Empirical Study","Testing applications with graphical user Interfaces (GUI) is an important but also a time-consuming task in practice. Tools and frameworks for GUI test automation can make the test execution more efficient and lower the manual labor required for regression testing. However, the test scripts used for automated GUI-based testing still require a substantial development effort and are often reported as sensitive to change, leading to frequent and costly maintenance. The efficiency of development, maintenance, and evolution of such tests are thereby dependent on the readability of scripts and the ease-of-use of test tools/frameworks in which the test scripts are defined. To address these shortcomings in existing state-of-practice techniques, a novel technique referred to as Augmented Testing (AT) has been proposed. AT is defined as testing the System Under Test (SUT) through an Augmented GUI that superimposes information on top of the SUT GUI. The Augmented GUI can provide the user with hints, test data, or other support while also observing and recording the tester’s interactions. For this study, a prototype tool, called Scout, has been used that adheres to the AT concept that is evaluated in an industrial empirical study. In the evaluation, quasi-experiments and questionnaire surveys are performed in two workshops, with 12 practitioners from two Swedish companies (Ericsson and Inceptive). Results show that Scout can be used to create equivalent test cases faster, with statistical significance, than creating automated scripts in two popular state-of-practice tools. The study concludes that AT has cost-value benefits, applies to industrial-grade software, and overcomes several deficiencies of state-of-practice GUI testing technologies in terms of ease-of-use.","M. Naß; Emil Alégroth; R. Feldt","2020","International Conference on Software Testing, Verification and Validation Workshops","10.1109/icstw50294.2020.00065","9","-","https://doi.org/10.1109/icstw50294.2020.00065","","-","-","Include"
"Key factors in university-to-university knowledge and technology transfer on international student mobility","ABSTRACT The international circulation of scientists from developing to developed countries can be one of the ways to access advanced knowledge. Similarly, another alternative proposed in this paper is the international student mobility as a way to increase the tacit knowledge asset of a country. Based on this assumption, the purpose of this paper is to approach knowledge and technology transfer having two universities as subjects of study in order to identify the barriers and mechanisms in the transfer within the international student mobility scenario. The paper investigates two groups of students, one from Brazil and another from France, which participated in an international student mobility programme for a period longer than six months. Results show the main barriers and the most effective mechanisms for this category of knowledge and technology transfer. At the end of the paper, we propose a model which has as interfaces two universities as transferor and transferee.","R. Pagani; B. Ramond; Vander Luiz da Silva; Gilberto Zammar; J. Kovaleski","2020","Knowledge Management Research & Practice","10.1080/14778238.2019.1678415","26","-","https://doi.org/10.1080/14778238.2019.1678415","","-","-","Include"
"Knowledge and technology transfer in sustainability reports: Fomenting stakeholder engagement for sustainable development","Abstract This article aimed to propose and test a model to assess the potential of sustainability reporting (SR) standards as facilitators for knowledge and technology transfer (KTT), the Sustainable Reporting Knowledge and Technology Transfer (SURKaTT) Model. The proposed model can be used mainly by researchers and public organizations that intend to or are currently conducting SR initiatives. It can be used to assess and compare SR standards, being a facilitator to KTT processes. GRI, a worldwide well‐known SR standard was assessed using the SURKaTT Model, and results show that GRI performed at only 58.8% of its potential to facilitate KTT processes. This pioneering approach can encourage researchers onto developing further criteria to assess the possibilities of KTT in SR, and it is a kick‐off start for SR to be considered a both purposeful and serendipitous source of KTT initiatives.","R. Salvador; M. V. Barros; Guilherme Francisco do Prado; R. Pagani; C. M. Piekarski; A. C. Francisco","2020","Corporate Social Responsibility and Environmental Management","10.1002/csr.2046","10","false","https://doi.org/10.1002/csr.2046","Facilitator; Sustainability; Stakeholder engagement; Sustainability reporting; Business; Stakeholder; Knowledge management; Sustainable development; Technology transfer; Accounting","en","-","Include"
"The Automotive Virtual Verification Ecosystem: Impediments and Enablers","We describe the benefits of, critical impediments to, and crucial enablers for virtual verification. This will provide help for overcoming difficulties and starting a constructive dialogue among ecosystem actors in the automotive industry.","S. Ågren; E. Knauss; P. Giusto; G. Soremekun; Rogardt Heldal; Daniela E. Damian","2020","IEEE Software","10.1109/ms.2019.2905228","3","-","https://doi.org/10.1109/ms.2019.2905228","","-","-","Include"
"Team Discussions and Dynamics During DevOps Tool Adoptions in OSS Projects","In Open Source Software (OSS) projects, pre-built tools dominate DevOps-oriented pipelines. In practice, a multitude of configuration management, cloud-based continuous integration, and automated deployment tools exist, and often more than one for each task. Tools are adopted (and given up) by OSS projects regularly. Prior work has shown that some tool adoptions are preceded by discussions, and that tool adoptions can result in benefits to the project. But important questions remain: how do teams decide to adopt a tool? What is discussed before the adoption and for how long? And, what team characteristics are determinant of the adoption?In this paper, we employ a large-scale empirical study in order to characterize the team discussions and to discern the team-level determinants of tool adoption into OSS projects' development pipelines. Guided by theories of team and individual motivations and dynamics, we perform exploratory data analyses, do deep-dive case studies, and develop regression models to learn the determinants of adoption and discussion length, and the direction of their effect on the adoption. From data of commit and comment traces of large-scale GitHub projects, our models find that prior exposure to a tool and member involvement are positively associated with the tool adoption, while longer discussions and the number of newer team members associate negatively. These results can provide guidance beyond the technical appropriateness for the timeliness of tool adoptions in diverse programmer teams. Our data and code is available at https://github.com/lkyin/tool_adoptions. In this paper, we employ a large-scale empirical study in order to characterize the team discussions and to discern the team-level determinants of tool adoption into OSS projects' development pipelines. Guided by theories of team and individual motivations and dynamics, we perform exploratory data analyses, do deep-dive case studies, and develop regression models to learn the determinants of adoption and discussion length, and the direction of their effect on the adoption. From data of commit and comment traces of large-scale GitHub projects, our models find that prior exposure to a tool and member involvement are positively associated with the tool adoption, while longer discussions and the number of newer team members associate negatively. These results can provide guidance beyond the technical appropriateness for the timeliness of tool adoptions in diverse programmer teams. Our data and code is available at https://github.com/lkyin/tool_adoptions.","Likang Yin; V. Filkov","2020","International Conference on Automated Software Engineering","10.1145/3324884.3416640","15","-","https://doi.org/10.1145/3324884.3416640","","-","-","Include"
"The Design Science Paradigm as a Frame for Empirical Software Engineering","-","P. Runeson; Emelie Engström; M. Storey","2020","Contemporary Empirical Methods in Software Engineering","10.1007/978-3-030-32489-6_5","45","false","https://doi.org/10.1007/978-3-030-32489-6_5","Artifact (error); Design science; Conceptualization; Design science research; Computer science; Software engineering; Software design; Management science; Frame (networking); Software","en","21","Include"
"What to share, when, and where: balancing the objectives and complexities of open source software contributions","Software-intensive organizations’ rationale for sharing Open Source Software (OSS) may be driven by both idealistic, strategic and commercial objectives, and include both monetary as well as non-monetary benefits. To gain the potential benefits, an organization may need to consider what they share and how, while taking into account risks, costs and other complexities. This study aims to empirically investigate objectives and complexities organizations need to consider and balance between when deciding on what software to share as OSS, when to share it, and whether to create a new or contribute to an existing community. A multiple-case study of three case organizations was conducted in two research cycles, with data gathered from interviews with 20 practitioners from these organizations. The data was analyzed qualitatively in an inductive and iterative coding process. 12 contribution objectives and 15 contribution complexities were found. Objectives include opportunities for improving reputation, managing suppliers, managing partners and competitors, and exploiting externally available knowledge and resources. Complexities include risk of loosing control, risk of giving away competitive advantage, risk of creating negative exposure, costs of contributing, and the possibility and need to contribute to an existing or new community. Cross-case analysis and interview validation show that the identified objectives and complexities offer organizations a possibility to reflect on and adapt their contribution strategies based on their specific contexts and business goals.","Johan Linåker; B. Regnell","2020","Empirical Software Engineering","10.1007/s10664-020-09855-2","14","-","https://doi.org/10.1007/s10664-020-09855-2","","-","-","Include"
"Synergy between Machine/Deep Learning and Software Engineering: How Far Are We?","Since 2009, the deep learning revolution, which was triggered by the introduction of ImageNet, has stimulated the synergy between Machine Learning (ML)/Deep Learning (DL) and Software Engineering (SE). Meanwhile, critical reviews have emerged that suggest that ML/DL should be used cautiously. To improve the quality (especially the applicability and generalizability) of ML/DL-related SE studies, and to stimulate and enhance future collaborations between SE/AI researchers and industry practitioners, we conducted a 10-year Systematic Literature Review (SLR) on 906 ML/DL-related SE papers published between 2009 and 2018. Our trend analysis demonstrated the mutual impacts that ML/DL and SE have had on each other. At the same time, however, we also observed a paucity of replicable and reproducible ML/DL-related SE studies and identified five factors that influence their replicability and reproducibility. To improve the applicability and generalizability of research results, we analyzed what ingredients in a study would facilitate an understanding of why a ML/DL technique was selected for a specific SE problem. In addition, we identified the unique trends of impacts of DL models on SE tasks, as well as five unique challenges that needed to be met in order to better leverage DL to improve the productivity of SE tasks. Finally, we outlined a road-map that we believe can facilitate the transfer of ML/DL-based SE research results into real-world industry practices.","Simin Wang; LiGuo Huang; Jidong Ge; Tengfei Zhang; Haitao Feng; Ming Li; He Zhang; Vincent Ng","2020","arXiv.org","10.48550/arxiv.2008.05515","7","-","https://doi.org/10.48550/arxiv.2008.05515","","-","-","Include"
"From AMALTHEA to RCM and Back: a Practical Architectural Mapping Scheme","This paper focuses on the mapping between two industrial architectural languages: AMALTHEA and Rubus Component Model. Both languages are heavily used within the automotive domain for the design and timing analysis of automotive software, respectively. The main contribution of this paper is a mapping scheme between the two architectural languages enabling i) the translation of an AMALTHEA architecture into a Rubus Component Model architecture where high-precision timing analysis can be performed ii) and the back-propagation of the analysis results on the AMALTHEA architecture. We validate the applicability of the proposed mapping scheme using an industrial use case from the automotive domain: the brake-by-wire system. We discuss the industrial relevance and lessons learnt of this work using expert interviews.","Alessio Bucaioni; M. Becker; John Lundbäck; H. Mackamul","2020","EUROMICRO Conference on Software Engineering and Advanced Applications","10.1109/seaa51224.2020.00089","3","-","https://doi.org/10.1109/seaa51224.2020.00089","","-","-","Include"
"Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work","How to increase the impact of software engineering research in the software industry and the society at large is a critical yet perplexing question to answer. Constrained by curtailed communication between researchers and practitioners, research conducted in a vacuum, or the ""publish or perish"" mindset, research collaborations between industry and academia often fail to deliver on the promise of creating a meaningful impact for practitioners. In an attempt to address these circumstances, this paper gives insights on applying research value co-creation to industry-academia collaboration in software engineering. We observe that the core of co-creation includes commitment, continuous engagement and alignment, aiming to produce value for both sides. Further we contend that co-creation has the potential to bridge the acknowledged research-practice collaboration gap through participative knowledge generation. Our experience stems from an eight-year long large collaborative project between a research organization and Norwegian software industry and public sector services. We suggest that for achieving research impact one needs to rethink the way industry and academia engage in and run collaborative projects. Traditional technology-transfer workflows where research is created in a lab and then pushed to industry practice do not stand the best chance of success. Instead, co-creating research with all stakeholders is likely to bring about the best research impact.","D. Marijan; A. Gotlieb","2020","EUROMICRO Conference on Software Engineering and Advanced Applications","10.1109/seaa51224.2020.00053","9","-","https://doi.org/10.1109/seaa51224.2020.00053","","-","-","Include"
"Test Automation with the Gauge Framework: Experience and Best Practices","While Behavior-driven development (BDD) tools such as Cucumber are powerful tools for automated testing, they have certain limitations. For example, they often enforce strict syntax for test cases, like the “Given-When-Then” format, which may not always be easy to write for a given test case. A new test automation framework named Gauge (gauge.org) addresses that limitation since it does not prescribe the BDD testing process with a strict syntax. In Gauge, writing a test case is as easy as writing down the flow of test cases in several itemized sentences in a natural language, like English. In the context of Testinium (testinium.com), a large software testing company which provides software testing services, tools and solutions to a large number of clients, we have actively used the Gauge framework since 2018 to develop large automated front-end test suites for several large web applications. In this paper/talk, the speakers will share several examples and best practices of developing automated tests in natural-language requirements using the Gauge framework. By learning from the ideas presented in the talk, readers (attendees) will be able to consider applying the Gauge framework in their own test automation projects.","V. Garousi; A. Keles; Yunus Balaman; Zeynep Özdemir Güler","2020","Communication Systems and Applications","10.1007/978-3-030-58802-1_33","5","-","https://doi.org/10.1007/978-3-030-58802-1_33","","-","-","Include"
"Threat modeling: from infancy to maturity","Threat modeling involves the systematic identification and analysis of security threats in the context of a specific system. This paper starts from an assessment of its current state of practice, based on interactions with threat modeling professionals. We argue that threat modeling is still at a low level of maturity and identify the main criteria for successful adoption in practice. Furthermore, we identify a set of key research challenges for aligning threat modeling research to industry practice, thereby raising the technology-readiness levels of the ensuing solutions, approaches, and tools.","Koen Yskout; Thomas Heyman; D. Landuyt; Laurens Sion; K. Wuyts; W. Joosen","2020","2020 IEEE/ACM 42nd International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER)","10.1145/3377816.3381741","21","-","https://doi.org/10.1145/3377816.3381741","","-","-","Include"
"Using a Context-Aware Approach to Recommend Code Reviewers: Findings from an Industrial Case Study","Code review is a commonly used practice in software development. It refers to the process of reviewing new code changes before they are merged with the code base. However, to perform the review, developers are mostly assigned manually to code changes. This may lead to problems such as: a time-consuming selection process, limited pool of known candidates and risk of over-allocation of a few reviewers. To address the above problems, we developed Carrot, a machine learning-based tool to recommend code reviewers. We conducted an improvement case study at Ericsson. We evaluated Carrot using a mixed approach. we evaluated the prediction accuracy using historical data and the metrical Mean Reciprocal Rank (MRR). Furthermore, we deployed the tool in one Ericsson project and evaluated how adequate the recommendations were from the point of view of the tool users and the recommended reviewers. We also asked the opinion of senior developers about the usefulness of the tool. The results show that Carrot can help identify relevant non-obvious reviewers and be of great assistance to new developers. However, there were mixed opinions on Carrot’s ability to assist with workload balancing and the decrease code review lead time.","Anton Strand; Markus Gunnarson; Ricardo Britto; M. Usman","2020","2020 IEEE/ACM 42nd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP)","10.1145/3377813.3381365","22","-","https://doi.org/10.1145/3377813.3381365","","-","-","Include"
"Two Decades of Empirical Research on Developers' Information Needs: A Preliminary Analysis","Over the last two decades, developers' daily intake of information has been constantly on the rise and so has the interest of research in investigating the information needs of developers. Knowledge about what information they seek and which sources they rely on is scarce and has to be updated regularly to match the rapid changes in development practices. In this paper, we reflect on the scientific studies published in this field over the last two decades. We present preliminary results of our analysis of a study sample where we particularly focus on the research methods used, the number of recruited participants, and the organisational context in which they emerged. We have investigated a total of 54 studies from 41 publications and found that convenience sampling is the predominant sampling strategy with a prevalence of the industrial organisational context. Moreover, the majority of studies had a reduced sample size and draw participants from a single organisation resulting in high sample homogeneity. Among the studies carried out in industry 51.9% recruited participants from Microsoft.","Abir Bouraffa; W. Maalej","2020","International Conference on Software Engineering","10.1145/3387940.3391485","9","-","https://doi.org/10.1145/3387940.3391485","","-","-","Include"
"Assessing the maturity of software testing services using CMMI-SVC: An industrial case study","Context: While many companies conduct their software testing activities in-house, many other companies outsource their software testing needs to other firms who act as software testing service providers. As a result, Testing as a Service (TaaS) has emerged as a strong service industry in the last several decades. In the context of software testing services, there could be various challenges (e.g., during the planning and service delivery phases) and, as a result, the quality of testing services is not always as expected. Objective: It is important, for both providers and also customers of testing services, to assess the quality and maturity of test services and subsequently improve them. Method: Motivated by a real industrial need in the context of several testing service providers, to assess the maturity of their software testing services, we chose the existing CMMI for Services maturity model (CMMI-SVC), and conducted a case study using it in the context of two Turkish testing service providers. Results: The case-study results show that maturity appraisal of testing services using CMMI-SVC was helpful for both companies and their test management teams by enabling them objectively assess the maturity of their testing services and also by pinpointing potential improvement areas. Conclusion: We empirically observed that, after some minor customization, CMMI-SVC is indeed a suitable model for maturity appraisal of testing services.","V. Garousi; Seyfettin Arkan; Gökhan Urul; Çagri Murat Karapiçak; M. Felderer","2020","arXiv.org","10.48550/arxiv.2005.12570","1","-","https://doi.org/10.48550/arxiv.2005.12570","","-","-","Include"
"Inner source software development: Current thinking and an agenda for future research","Abstract Context Inner source software development (ISSD) has been viewed as an alternative approach in which organisations adopt open source software development (OSSD) practices and exploit its benefits internally. Objective In this paper, we aim to provide an extensive review of current research on ISSD and to establish a research agenda on this domain. Method The review is primarily performed using a systematic literature review protocol. Results We identified, critically evaluated and integrated the findings of 37 primary studies, describing 25 empirical research papers, 10 frameworks/methods, models and tools to support the implementation of inner source, as well as a set of benefits and challenges associated with ISSD. Conclusion This study presents four main contributions. First, the study provides an in-depth review of ISSD to date, i.e. the evolution of research across inner source, contributions of existing research developments, and theories, models and frameworks used to study inner source. Second, our review applies the OSSD approach framework as the lens to analyse ISSD. Third, the review updates the key challenges associated with ISSD from a management perspective. The final contribution is the establishment of a research agenda to advance knowledge on ISSD.","Henry Edison; N. Carroll; L. Morgan; Kieran Conboy","2020","Journal of Systems and Software","10.1016/j.jss.2020.110520","8","-","https://doi.org/10.1016/j.jss.2020.110520","","-","-","Include"
"Exploring and improving industry-academia communication in software engineering","Background: Despite the mutual benefit of the industry-academia partnership, the level of joint work is still low. For this reason, the interest in connecting research and practice has increased recently in the academic community. Objective: This research aims to design and apply approaches to improve the knowledge exchange between academic researchers and software engineering practitioners. Methodology: This work can be seen from a design science perspective. Following the design-science paradigm, the knowledge regarding a phenomenon is obtained through the design and evaluation of solutions that apply in a specific context. Consequently, this research work proposes and evaluates approaches to bridge the communication gap. Results: Two approaches have been explored and partially evaluated. The SERP-taxonomy architecture that can be used to describe and link research results and industry challenges, and rapid reviews to foster communication between industry and academia. Conclusion: This thesis will provide empirical evidence of the application of collaborative approaches to improve industry-academia communication and get closer research and practice.","Sergio Rico","2020","International Conference on Evaluation & Assessment in Software Engineering","10.1145/3383219.3386125","1","-","https://doi.org/10.1145/3383219.3386125","","-","-","Include"
"Requirements Engineering for Safety-Critical Systems: An Interview Study with Industry Practitioners","We have conducted in-depth interviews with experienced practitioners in the Safety-Critical Systems (SCS) domain in order to investigate several aspects related to requirements specification and safety analysis for SCS. We interviewed 19 practitioners from eleven SCS companies in different domains with the intention of verifying which approaches they use day-to-day, and what their perceptions are in relation to the approaches used to elicit, analyze, specify and validate safety requirements. The aim of this study is to obtain an in-depth understanding of how requirements engineering is carried out in companies that develop SCS.","L. E. G. Martins; T. Gorschek","2020","IEEE Transactions on Software Engineering","10.1109/tse.2018.2854716","32","-","https://doi.org/10.1109/tse.2018.2854716","","-","-","Include"
"Safety Practices in Requirements Engineering: The Uni-REPM Safety Module","Context: Software is an important part in safety-critical system (SCS) development since it is becoming a major source of hazards. Requirements-related hazards have been associated with many accidents and safety incidents. Requirements issues tend to be mitigated in companies with high processes maturity levels since they do their business in a systematic, consistent and proactive approach. However, requirements engineers need systematic guidance to consider safety concerns early in the development process. Goal: the paper investigates which safety practices are suitable to be used in the Requirements Engineering (RE) process for SCS and how to design a safety maturity model for this area. Method: we followed the design science methodology to propose Uni-REPM SCS, a safety module for Unified Requirements Engineering Process Maturity Model (Uni-REPM). We also conducted a static validation with two practitioners and nine academic experts to evaluate its coverage, correctness, usefulness, and applicability. Results: The module has seven main processes, fourteen sub-processes and 148 practices that form the basis of safety processes maturity. Moreover, we describe its usage through a tool. Conclusions: The validation indicates a good coverage of practices and well receptivity by the experts. Finally, the module can help companies in evaluating their current practices.","Jéssyka Vilela; J. Castro; L. E. G. Martins; T. Gorschek","2020","IEEE Transactions on Software Engineering","10.1109/tse.2018.2846576","11","-","https://doi.org/10.1109/tse.2018.2846576","","-","-","Include"
"Experience in engineering of scientific software: The case of an optimization software for oil pipelines","Development of scientific and engineering software is usually different and could be more challenging than the development of conventional enterprise software. The authors were involved in a technology-transfer project between academia and industry which focused on engineering, development and testing of a software for optimization of pumping energy costs for oil pipelines. Experts with different skillsets (mechanical, power and software engineers) were involved. Given the complex nature of the software (a sophisticated underlying optimization model) and having experts from different fields, there were challenges in various software engineering aspects of the software system (e.g., requirements and testing). We report our observations and experience in addressing those challenges during our technology-transfer project, and aim to add to the existing body of experience and evidence in engineering of scientific and engineering software. We believe that our observations, experience and lessons learnt could be useful for other researchers and practitioners in engineering of other scientific and engineering software systems.","V. Garousi; E. Abbasi; B. Tekinerdogan","2020","arXiv.org","10.48550/arxiv.2003.00463","-","-","https://doi.org/10.48550/arxiv.2003.00463","","-","-","Include"
