DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1007/978-3-031-53227-6_16,Starting Collaborations Between SMEs and Researchers in Software Engineering,"Sergio Rico, Felix Dobslaw, Lena-Maria Öberg",Lecture notes in business information processing,2024,"Abstract In software engineering research, academia-industry collaboration is predominantly understood as partnerships between academic institutions and large companies. Small and Medium-sized Enterprises (SMEs) are vital contributors to the industry, and they are numerous. Their unique preconditions and challenges differentiate their collaboration dynamics from larger corporations. We seek to identify guiding principles and practices for initiating collaborations between researchers and SMEs. Through a meta-synthesis approach drawn from two systematic literature reviews, we introduce a collaborative model canvas. This emphasizes the importance of SMEs’ business contexts and the relationships between researchers and SMEs. Our research offers insights for those looking to collaborate with SMEs, considering potential challenges and limitations.",269395235,4,24,,
10.1007/978-3-642-29044-2_2,Empirical Strategies,"Claes Wohlin, Per Runeson, Martin Höst, Magnus C. Ohlsson, Björn Regnell, Anders Wesslén",Springer eBooks,2012,"There are two types of research paradigms that have different approaches to empirical studies. Exploratory research is concerned with studying objects in their natural setting and letting the findings emerge from the observations. This implies that a flexible research design [1] is needed to adapt to changes in the observed phenomenon. Flexible design research is also referred to as qualitative research, as it primarily is informed by qualitative data. Inductive research attempts to interpret a phenomenon based on explanations that people bring forward. It is concerned with discovering causes noticed by the subjects in the study, and understanding their view of the problem at hand. The subject is the person, which is taking part in an empirical study in order to evaluate an object.",163419092,4,105,,
10.31705/wcs.2019.10,Apprentice perceptions of work based learning: preliminary observations,"Mohan Siriwardena, Andrew Ross, A Abbott, A Manewa",(missing journal),2019,(missing abstract),146880854,4,5,,
10.1007/978-3-642-29044-2_10,Analysis and Interpretation,"Claes Wohlin, Per Runeson, Martin Höst, Magnus C. Ohlsson, Björn Regnell, Anders Wesslén",Springer eBooks,2012,"The experiment data from the operation is input to the analysis and interpretation. After collecting experimental data in the operation phase, we want to be able to draw conclusions based on this data. To be able to draw valid conclusions, we must interpret the experiment data.",110293584,4,199,,a
10.1007/978-3-030-58802-1_33,Test Automation with the Gauge Framework: Experience and Best Practices.,"Vahid Garousi, Alper Buğra Keleş, Yunus Balaman, Zeynep Özdemir Güler",Lecture Notes in Computer Science,2020,"While Behavior-driven development (BDD) tools such as Cucumber are powerful tools for automated testing, they have certain limitations. For example, they often enforce strict syntax for test cases, like the “Given-When-Then” format, which may not always be easy to write for a given test case. A new test automation framework named Gauge (gauge.org) addresses that limitation since it does not prescribe the BDD testing process with a strict syntax. In Gauge, writing a test case is as easy as writing down the flow of test cases in several itemized sentences in a natural language, like English.",205816000,4,25,,
10.1007/978-3-540-95888-8_9,Knowledge Base and Experience Factory for Empowering Competitiveness,Giuseppe Visaggio,Lecture Notes in Computer Science,2009,"As it is well-known, knowledge exploitation is becoming the focus of the economy for the competitiveness of both organizations and countries. In this chapter some models that enable enterprises towards the knowledge society are presented. An Experience Factory is suggested as support to such behavioral models. It collects empirical experiences as Experience-Knowledge Packages. The most relevant innovation of the chapter is represented by the contents and structure of the packages which are different from ones in the literature. The changes made to the structure aim to convince potential addressees to use the contents of the packages and favor their adoption independently from the author(s) of the package. Consequently, the proposed structure allows to produce packages incrementally and cooperatively. The proposed changes derive from the lessons learnt in previous experiences of technology transfer. The chapter presents the PROMETHEUS platform which implements all the requirements for collecting and distributing Knowledge-Experience Packages.",210128957,4,24,,
10.15826/umpa.2021.01.005,Анализ концептуальных теоретических подходов к проблеме организации трансфера технологий в зарубежных университетах,"Н. Э. Овчинникова, Д. Г. Лазаренко",(missing journal),2021,"The article overviews the existing models of technology transfer, including those within foreign universities, and highlights the most relevant ones that can be used by Russian universities in the post-COVID-19 conditions. The study should allow the university-based transfer centers to choose the model which is mostly suitable for their situation, and to include elements that will help them to maximize the efficiency of their activities. The existing centers will be able to make changes in their activity in order to update and/or to transform it in accordance with the changed conditions. For the management personnel of the university, the article also provides practical recommendations on managing technology transfer centers. The authors reveal the key functioning elements of various technology transfer models, which can be used by management personnel to design technology transfer centers based on Russian universities. The possible result of the stakeholders’ getting to know this study might be their creating and implementing regulations to govern the technology transfer centers’ activities; forming a personnel reserve; advanced existing personnel training and multi-competence teams’ creating; forming a flexible budgetary policy, as well as a policy of values, for the technology transfer center to function within.",139056212,4,73,,a
(missing DOI),Evaluating the Efficacy of Value-driven Methods: A Controlled Experiment,"Eric Souza, Silvia Abrahão, Ana Moreira, Emilio Insfran, João Araújo",ISD,2017,(missing abstract),33172687,4,17,,a
10.5220/0011115900003179,Industry-Academy Collaboration in Agile Methodology: Preliminary Findings of a Systematic Literature Review,"Denis de Gois Marques, Tamara Dallegrave, Luis E. L. Barbosa, C. Rodrigues, W. Santos",International Conference on Enterprise Information Systems,2022,": Collaborative Research between Industry and Academia (IAC) in Software Engineering (SE) is being applied and developed in practice. Collaborative practices help both environments, from academic and software industry perspectives. As a way of observing what is being developed in the SE, the objective of this article is to present an exploratory and empirical study of IAC practices in the scope of Agile Software Development (ASD), exploring and characterizing solutions and practices, the challenges found in the application of the IAC and the collaboration. A Systematic Literature Review (SLR) was carried out in five main academic databases, evaluating/analyzing 7143 articles, totalling 12 articles approved following the proposed criteria. As preliminary findings of the data analysis, 76 good practices and 37 challenges in carrying out the IAC were described. As well, practical models for the application of IAC were detailed.",232549933,4,41,,a
10.55643/fcaptp.4.45.2022.3808,TECHNOLOGY TRANSFER RISK MANAGEMENT IN THE CONDITIONS OF SCIENTIFIC INTERNATIONALISATION,"I. Novikova, A. Stepanova, O. Zhylinska, Anastasiia Samoilikova",Financial and credit activity problems of theory and practice,2022,"In times of globalisation and post-pandemic, it is the availability of advanced technologies, their effective use is a determining factor in economic growth. The process of transferring innovative technologies is associated with a significant level of risk, which negatively affects the economic, social and technical, and technological development of the economy of any country in the world. Thus, the study aims to develop an algorithm for managing key risks that arise in the exchange of technology in the scientific and educational environment in the context of the internationalisation of science. In turn, the risk analysis became the basis for developing proposals to eliminate probabilistic barriers, such as limited information, shortage of qualified personnel, low government activity, lack of business interest in high-cost and high-risk science-intensive projects, and the uncertainty of potential demand for new technology among consumers. The hypotheses proposed by the authors proved that educational collaborations, marketing intelligence, and the use of professional networking platforms are both sources of potential risks for technology transfer in scientific circles and the driver of its development. The theoretical and practical value of the research results is that they allow forming a theoretical and practical basis for the formation of the methodological paradigm of risk management of internationalisation of technology transfer, taking into account the peculiarities of the domestic economy and global challenges.",234559586,4,38,,a
10.1002/hyp.14717,Does academic research have practical relevance? A question of translating hydrology research into practice,"P. Rokaya, A. Pietroniro",Hydrological Processes,2022,"Hydrology research has played a vital role in improving hydrological process understanding and by extension, devising solutions to address water management challenges that are critical for people and the environment. Research projects in hydrology are often considered successful when scientific or engineering advancements through new insights or new models or improved understanding are published in peer reviewed or other literature. Quantitative research outputs, such as number of journal publications, number of students trained, number of conference presentations, or additional funding leveraged are considered key indicators of success in research. In this commentary, we argue that research has limited utility when practical applications that add value to practitioners are not explored concurrently within the research process. We discuss some outstanding challenges in translating academic research into practice, and make some recommendations to bridge the increasing gap between research and practice through a strong knowledge mobilization effort.",251731557,4,47,,a
10.1007/s10961-024-10133-2,The evolution of university technology transfer research: a text mining approach,"James A. Cunningham, Matthias Menter, Felix Starke",The Journal of Technology Transfer,2025,"Over the last few decades, a substantive body of research has been created that focuses on university technology transfer (UTT), resulting in a rich and complex literature. The purpose of this paper, using a text mining approach, is to identify underlying key topics that have shaped this field of research and to determine key emerging themes. Using computational linguistic techniques, we systematically examine 1,944 papers published between 1981 and 2022. Based on the identification of 20 distinct topics, we analyze the popularity of these topics over time. Our findings reveal that UTT capacities are widely discussed, especially themes related to processes, enablers, and the third mission. Moreover, topics such as spin-offs and metrics are gaining ground in the UTT literature. However, topics related to the UTT context, including the role of institutions and transfer units, are losing research momentum, as do themes around legislation and commercialization. Our paper defines thematic clusters, posits a framework to consolidate UTT research, and suggests promising future avenues of research.",284456154,4,177,,a
10.1007/978-3-030-35510-4_1,Together We Are Stronger: Evidence-Based Reflections on Industry-Academia Collaboration in Software Testing.,"Michael Felderer, Vahid Garousi",Lecture notes in business information processing,2020,"For a highly relevant and applied research area like software testing industry-academia collaboration is of uttermost importance. In this paper we reflect on how industry-academia collaboration can be improved based on evidence from four empirical studies. We therefore first present four studies providing evidence on the (1) perceived level of challenges in testing activities, (2) focus areas in industrial and academic software testing conferences, (3) synergies between industrial and academic software testing conferences, as well as (4) the need for consideration of grey literature. Then, we reflect on issues, which we think can improve the link and synergies between industry and academia in software testing, i.e., research topics, guidelines and evidence, value and risk, context and scalability, action research and education as well as grey literature and open science.",217463516,3,31,,
10.1109/wain52551.2021.00016,Robust Machine Learning in Critical Care — Software Engineering and Medical Perspectives,"Miroslaw Staron, Helena Odenstedt Hergès, Silvana Naredi, Linda Block, Ali El-Merhi, Richard Vithal, Mikael Elam",(missing journal),2021,"Using machine learning in clinical practice poses hard requirements on explainability, reliability, replicability and robustness of these systems. Therefore, developing reliable software for monitoring critically ill patients requires close collaboration between physicians and software engineers. However, these two different disciplines need to find own research perspectives in order to contribute to both the medical and the software engineering domain. In this paper, we address the problem of how to establish a collaboration where software engineering and medicine meets to design robust machine learning systems to be used in patient care. We describe how we designed software systems for monitoring patients under carotid endarterectomy, in particular focusing on the process of knowledge building in the research team. Our results show what to consider when setting up such a collaboration, how it develops over time and what kind of systems can be constructed based on it. We conclude that the main challenge is to find a good research team, where different competences are committed to a common goal.",118861393,3,34,,a
10.1007/s13198-019-00899-2,Gap between academia and industry: a case of empirical evaluation of three software testing methods,Sheikh Umar Farooq,International Journal of Systems Assurance Engineering and Management,2019,"Doing the right kind of testing has always been one of main challenging and a decisive task for industry. To choose right software testing method(s), industry needs to have an exact objective knowledge of their effectiveness, efficiency, and applicability conditions. The most common way to evaluate testing methods, for such knowledge, is with empirical studies. Reliable and comprehensive evidence can be obtained by aggregating the results of different empirical studies (family of experiments) taking into account their findings and limitations. We conducted a study to investigate the current state of the art of empirical knowledge base of three testing methods. We found that although the empirical studies conducted so far to evaluate testing methods contain many important and interesting results; however, we still lack factual and generalizable knowledge about performance and applicability conditions of testing methods(s), making it unfeasible to be readily adopted by the industry. Moreover, we tried to identify the major factors responsible for limiting academia from producing significantly reliable results having an industrial impact. We believe that besides effective and long-term academia-industry collaboration, there is a need for more systematic, quantifiable and comprehensive empirical studies (which provides scope for aggregation using rigorous techniques), mainly replications so as to create an effective and applicable knowledge base about testing methods which potentially can fill the gap between academia and industry.",110059420,3,66,,
10.1109/re.2018.00040,Supporting Diagnosis of Requirements Violations in Systems of Systems,"Michael Vierhauser, J. Cleland-Huang, Rick Rabiser, Thomas Krismayer, P. Grünbacher",2018 IEEE 26th International Requirements Engineering Conference (RE),2018,"Industrial software systems are often systems of systems (SoS) whose full behavior only emerges during operation. They therefore require monitoring techniques to observe systems and detect deviations from their requirements. The focus of existing monitoring approaches, however, is mainly on detecting violations of expected behavior, while support for diagnosing violations is typically limited or even neglected. Diagnosis is particularly challenging in SoS due to their technological heterogeneity and the diversity of development tools in use. Uncovering the root cause of a violation typically requires developers to trace violations to artifacts such as source code or requirements documents, which is difficult without detailed domain knowledge. In this paper we describe our experiences of developing a tool-supported approach facilitating the diagnosis of requirements violations in SoS. We describe how we complemented a requirements monitoring model with a system artifact model relating SoS artifacts needed for diagnosis with monitored events. We customized our approach to an industrial SoS and conducted a scenario-based walkthrough with engineers developing the SoS and engineers and researchers unfamiliar with it. The results of our evaluation have shown that our approach can significantly ease diagnosing violations in a real-world SoS.",105152998,3,47,,
(missing DOI),DEVELOPMENT OF ABSORPTION CAPABILITY ATTRIBUTES FOR TECHNOLOGY TRANSFER PERFORMANCE: A PILOT STUDY IN NATIONAL AUTOMOTIVE INDUSTRY,"Hassan Siti Aishah, Othman Ahmad",(missing journal),2011,"Technology transfer is one of the strategies to obtain advanced technology in order to enhance technological development. Malaysia has shown its positive progress in technology transfer through a steady trend by bringing in advanced technology into the country especially during the past two decades. Although there have been many empirical studies regarding the key success factors of technology transfer performance, firm absorption capabilities is seldom discussed. In practice, the technology transfer will not be successfully achieved if technology absorption capabilities are not taken seriously. Therefore, this study was conducted to investigate the relationship between absorption capability attributes; employee capability, knowledge sharing, working culture, R&D capability and communication capability with technology transfer performance. These five attributes/variables were developed based on the Malaysian Government Reports. The pilot study was conducted by using questionnaire surveys which were distributed to national automotive companies. The pilot results were analyzed using Statistical Process for Social Science (SPSS) software. The result found that the cronbach’s alpha values for all variables were greater than 0.6 and thus accepted. In conclusion, by presenting this new development of absorption capability variables, the real data could be proceeded to be collected. However, in-depth analysis needs to be carried out to confirm the validation of the instruments used.",101835813,3,74,,
(missing DOI),Conceptualization of the Absorptive Capability Paradox in Technology Transfer Projects: A Study of the Ghanaian Construction Industry,"Maxwell Fordjour Antwi-Afari, Erika Parn, De-Graft Owusu-Manu, David J. Edwards",Mindanao Journal of Science and Technology,2016,"Technology transfer projects within the construction industry transcends crossnational, -industrial sector and/ or business-to-business interfaces to transfer knowledge and technical capacity to enhance a recipient’s capabilities. These capabilities encapsulate both new forms of knowledge (soft technology), and/ or skills and tools (hard technology) which drive business efficiency gains and concomitant productivity/ profitability enhancements. In the developing world, technologically advanced construction organizations from developed nations often initiate and steer the technology transfer process when working with developing world partners. Maximizing the opportunity presented depends upon the recipient’s ‘absorptive capacity’ and hitherto scant research has been conducted in this novel area of construction science. This paper therefore seeks to clarify the enablers of absorptive capability in Ghanaian construction technology transfer projects. Using a quantitative analytical approach, theoretical hypotheses generated were tested on empirical data gathered from technology transfer projects. Results reveal that a significant relationship exists between the dependent variable (absorptive capacity) and independent variables (employee capability; knowledge sharing; working culture; research and development (RD and communication capability). The findings will provide guidance for construction contractors in developing countries who seek to improve their technical knowledge and capability.",97415672,3,91,,
10.1109/tr.2019.2927643,How to Effectively Reduce Tens of Millions of Tests: An Industrial Case Study on Adaptive Random Testing,"Zhiyi Zhang, Yabin Wang, Ziyuan Wang, Ju Qian",IEEE Transactions on Reliability,2019,"Running and analyzing a large number of tests in an industrial scenario is labor intensive and time consuming. Hence, it is necessary to select a smaller number of tests for cost reduction as well as fault detection. For a type of nonnumeric systems, the linear-order algorithm for adaptive random testing (ART) (LART) technique is proposed by making tests evenly spread in nonnumeric input domains. To further enhance LART in the industrial scenarios where the number of input categories is too large, a new technique called category selection-based ART (CSBART), in which partial categories are selected to calculate tests’ distances to guide LART, is proposed in this article. The fault-coverage effectiveness of CSBART is evaluated via an empirical study on two large scale billing systems with tens of millions of test cases, and the results demonstrate the promising performance of the proposed CSBART. We also find that, after category selection, CSBART can outperform a more complex and widespread n-per cluster sampling technique that uses K-means clustering to certain extents.",94200940,3,42,,
(missing DOI),Reasoning about Research Quality Alignment in Software Engineering,"Jefferson Seide Molléri, Michael Felderer, Emilia Mendes, Kai Petersen",Journal of Systems and Software,2019,"Context: Research quality is intended to assess the design and reporting of studies. It comprises a series of concepts such as methodological rigor, practical relevance, and conformance to ethical  ...",160587391,3,13,,a
(missing DOI),Mutual knowledge transfer between industry and academia to improve testing with defect taxonomies.,"Michael Felderer, Armin Beer",Software Engineering & Management,2015,Software engineering is an applied research area preferably conducted jointly by academia and industry to enable transfer of knowledge in both directions and at the end improvement software engineering in industry. In this paper we present how the required mutual knowledge transfer via empirical evaluation was performed to improve testing with defect taxonomies in industry.,85409696,3,8,,a
10.1007/978-3-642-29044-2_9,Operation,"Claes Wohlin, Per Runeson, Martin Höst, Magnus C. Ohlsson, Björn Regnell, Anders Wesslén",Springer eBooks,2012,(missing abstract),83137367,3,84,,a
10.1145/3239235.3239241,An empirical investigation of transferring research to software technology innovation: a case of data-driven national security software,"Mansooreh Zahedi, M. Babar, Brenton Cooper",ESEM,2018,"Context: Governments are providing more and more support for academia-industry collaborations for industry led research and innovation via Cooperative Research Centers (CRC). It is important to understand the processes and practices of such programs for transferring scientific R&D to innovation. Goal: We aimed at empirically investigating the processes and practices implemented in the context of one of the Australian CRCs, aimed at transferring big data research to innovative software solutions for national security. Method: We applied case study method and collected and analyzed data from 17 interviews and observations of the participants of the studied CRC program. Findings: We present the innovation process implemented in the studied CRC. We particularly highlight the practices used to involve end-users in the innovation process. We further elaborate on the challenges of running this collaborative model for software technology innovation.",67277571,3,34,,
(missing DOI),Robust Machine Learning in Critical Care -- Software Engineering and Medical Perspectives,"Miroslaw Staron, Helena Odenstedt Hergès, Silvana Naredi, Linda Block, Ali El-Merhi, Richard Vithal, Mikael Elam",arXiv: Software Engineering,2021,"Using machine learning in clinical practice poses hard requirements on explainability, reliability, replicability and robustness of these systems. Therefore, developing reliable software for monitoring critically ill patients requires close collaboration between physicians and software engineers. However, these two different disciplines need to find own research perspectives in order to contribute to both the medical and the software engineering domain. In this paper, we address the problem of how to establish a collaboration where software engineering and medicine meets to design robust machine learning systems to be used in patient care. We describe how we designed software systems for monitoring patients under carotid endarterectomy, in particular focusing on the process of knowledge building in the research team. Our results show what to consider when setting up such a collaboration, how it develops over time and what kind of systems can be constructed based on it. We conclude that the main challenge is to find a good research team, where different competences are committed to a common goal.",199375906,3,34,,a
10.5753/sbqs.2017.15096,Alinhamento estratégico de melhoria de processos de software: percepções de um processo de apoio à decisão,"F. J. S. Vasconcellos, Caíque Minhare, Leonardo Fuchs Alves, Jucele F. A. Vasconcellos, J. A. Cunha, A. M. R. Vincenzi",SBQS,2017,. The alignment between software process improvement (SPI) and organizational goals involves strategic and tactical decision making. This article presents a qualitative study about the usefulness of a formal decision-making process in the strategic alignment of SPI. The definition and refinement of the proposed process helped to develop theoretical propositions in an inductive way. Questionnaires adapted from the Technology Acceptance Model positively evaluated both the ease of use and the perceived utility of the proposed solution. The results indicate that a formal decision-making process is useful and necessary for the strategic alignment of SPI.,201909497,3,46,,a
(missing DOI),Assessment of Readiness for Internal Technology Transfer – A Case Study,"Daniel Corin Stig, Ulf Högman, Dag Henrik Bergsjö",(missing journal),2011,"Premature introduction of new technologies in product development is likely to lead to both budget and schedule overruns. The assessment of when a technology is ready to be transferred from technology development to product development and production is critical for striking the right balance of short time-to- market and low risk. Previous research on internal technology transfer has mainly focused on the development of methods and tools for assessing technology readiness for major development programs in governmental agencies, revealing few cases of such implementations in technology driven industrial companies. This paper aims to provide description of experiences from using such tools at a case company and prescription on how to manage the identified challenges. The study is based on 22 semi-structured interviews, primarily with personnel from the technology and product development departments. The results indicate that the readiness assessments suggested in literature can support decisions also in industrial companies. However, adapting the tools to the internal differences between technologies is important for minimizing administrative workload and ensuring implementation readiness as opposed to just technology readiness. The strategy for their adaptation could benefit from more research on the practices of companies dealing with internal technology transfer and from the development of a framework for how to adapt the assessment process to different contexts.",209010071,3,27,,
10.1109/qsic.2013.40,Dealing with Software Model Quality in Practice: Experience in a Research Project,"J. Vara, H. Espinoza",2013 13th International Conference on Quality Software,2013,"Although past research has resulted in different means to deal with software model quality, creation of adequate software models remains challenging. Any modelling effort must be carefully analysed and planned before it starts, and definition or adoption of modelling guidelines is usually necessary. In addition, the amount of publications addressing model quality in practice is low, and the knowledge about others' experience regarding model quality is limited. This paper reports on our experience in dealing with software model quality in the context of a project between industry and academia. Such a project corresponds to a large-scale research project in which modelling has been used both as part of the necessary work for executing the project and for creating project results. We present how we have dealt with model quality in requirements modelling and in conceptual model specification, as well as a set of lessons learned. The insights provided can help both researchers and practitioners when having to deal with software model quality.",214484469,3,62,,a
10.1109/icmit.2016.7605009,Key management processes to technology transfer success,"Dayu Jin, X. Mo, Annapoornima M. Subramanian, Kah-Hin Chai, Chang Chieh Hang",(missing journal),2016,"The success rate of technology transfer from government laboratories is quite low. This paper combines findings from academic research to provide valuable managerial insights. We conclude that technology transfer factors identified so far actually relate to four management processes: project management, strategy management, innovation management, and relationship management.",221049202,3,33,,
10.1007/978-3-319-26844-6_3,Challenges of Structured Reuse Adoption -- Lessons Learned,Veronika Bauer,Lecture Notes in Computer Science,2015,"Adoption of structured reuse approaches in practice often poses multiple challenges. Research-industry collaborations are considered as suitable vehicle to mitigate adoption difficulties as well as to validate the applicability of scientific results. However, research co-operations with industry do not always live upi¾źto the expectations of either of the partners. Unfortunately for researchers and practitioners alike, insights behind the scenes of failed adoption and cooperation are often difficult to obtain. This hinders discussions on lessons learned by organizations during the adoption process and delays improvements.  This paper aims to mitigate this issue by presenting lessons learned from interviews we conducted with practitioners in the context of a study on software reuse in industry. The study covered a wide range of aspects, including the process of reuse adoption. One of the participating companies had undertaken two attempts to adopt a form of structured reuse. However, both attempts did not succeed as expected. In our study, we identified tacit assumptions that were related to the encountered difficulties and present the lessons learned from the adoption approach. Furthermore, we report strategies that helped us to overcome the scepticism caused by a previous unsuccessful guided collaboration.",224597845,3,30,,
(missing DOI),A Model-Based Framework for Legal Policy Simulation and Legal Compliance Checking,Ghanem Soltana,MoDELS,2015,"Analyzing legal policies for many laws, such as taxes and social benefits, is a common way for governments to identify risks, e.g., risk of legal policies not achieving expected revenue. A typical analysis includes validation of policies and the verification of the systems implementing them. One efficient way to validate policies is simulation, e.g., by simulating whether a proposed law reform would realize target objectives. Once validated, policies are implemented into public administration procedures and eGovernment applications. Systems implementing legal policies also need to be analyzed and verified, e.g., through testing, to ensure that they are compliant with the underlying policies. Currently, legal policy analysis is conducted using a combination of spreadsheets and software code. Such strategy suffers mainly from being hard to use by legal experts due to the lack of adequate background. This is partly rooted in the fact that available techniques to formalize legal policies are based on complex logical expressions and code. The main goal of this research project, that this paper describes, is to narrow the aforementioned expertise gap by proposing convenient, systematic and automated techniques to support analysis of legal polices from their design to their implementation.",236448846,3,25,,
10.5821/dissertation-2117-96382,Gathering empirical evidence and building a business case for software reference architectures in industry,Silverio Martínez-Fernández,(missing journal),2023,"Background: Software reference architectures are becoming widely adopted by organizations that need to support the design and maintenance of software applications of a shared domain. For organizations that plan to adopt this architecture-centric approach, it becomes fundamental to understand how software reference architectures are engineered, and to know their return on investment. Unfortunately, there is a lack of evidence-based support to help organizations with these challenges.&#x0D; Goal: The main goal of this PhD thesis is to support organizations making informed decisions about software reference architecture acquisition, design, and use based on empirical evidence.&#x0D; Methods: To accomplish this goal, we have conducted an action research approach in an industry-academia collaboration between everis (a multinational IT consulting firm based in Spain) and our Research Group of Software and Service Engineering (GESSI).&#x0D; Results: The results from our industry-academia collaboration led to uncover novel evidence on the use of software reference architectures in practice. The procedures and evidence obtained have been packaged to design guidelines that could be used in similar contexts as the one of everis.&#x0D; Conclusions: This PhD thesis supports organizations to acquire and engineer software reference architectures by providing evidence-based support. Such evidence-based support consists of the results of the empirical studies conducted in this PhD thesis, and the presented guidelines for gathering new corporate evidence. Context: Les arquitectures del software de referència estan sent àmpliament adoptades per les organitzacions que necessiten dissenyar i mantenir aplicacions software d’un domini compartit. Per les organitzacions que tenen previst adoptar aquest enfocament centrat en l’arquitectura, esdevé fonamental entendre com es dissenyen les arquitectures del software de referència, i conèixer el seu retorn d’inversió. Desafortunadament, hi ha una manca de recolzament basat en l’evidència per ajudar aquestes organitzacions a afrontar aquests reptes. Objectiu: L’objectiu principal d’aquesta tesi doctoral és recolzar les organitzacions a prendre decisions informades i basades en l’evidència empírica sobre l’adquisició, disseny i ús d’arquitectures del software de referència. Mètodes: Per aconseguir aquest objectiu, s’ha portat a terme un enfocament d’investigació-acció en una col·laboració empresa-universitat entre “everis” (una empresa multinacional de consultoria tecnològica amb seu a Espanya) i el nostre Grup d’investigació en Enginyeria del Software i Serveis (GESSI). Resultats: Fruït de la nostra col·laboració empresa-universitat, s’han descobert noves evidències sobre l’ús d’arquitectures del software de referència a la pràctica. Els procediments i les evidències obtingudes han estat empaquetades per dissenyar directrius que podrien ser utilitzades en contextos similars com el d’everis. Conclusions: Aquesta tesi doctoral és una contribució per les organitzacions que adopten i dissenyen arquitectures del software de referència, proporcionant recolzament basat en l’evidència empírica. Aquest recolzament es constitueix dels resultats dels estudis empírics realitzats en aquesta tesi doctoral, i les directrius que es presenten per la recol·lecció de noves evidències corporatives.",238145406,3,143,,
(missing DOI),Degree apprenticeships: Disruption or business as usual,Andrew Ross,(missing journal),2018,"Historically, both the construction industry and academia have promoted engagement and collaboration to support a healthy skills supply chain and to address, together, challenges that neither can resolve alone. Such collaboration succeeds only if both parties are contributing and are fully committed to a mutual end. Differing models of collaboration have evolved in the UK and internationally but the current focus on Degree Apprenticeships in the UK has caused there to be much greater prominence of the issues around industryacademia interaction. Degree apprenticeships were part of an initiative introduced by the UK government in 2015 aimed at boosting employer investment in education and training. In April 2017, employers whose pay bill exceeded £3m had a 0.5% levy deducted, which was ring-fenced to support new apprentices. The degree apprentices were to be enrolled onto higher education programmes that were associated with standards and assessment plans designed by employer ‘trailblazer’ groups. The apprentices, who were at degree level, consequently studied as a part time students over a period of upto five years. The apprenticeships are completed when the end point assessment, which is undertaken by the relevant professional body, is successfully passed. This paper explores the extent of disruption this initiative has had to a UK university’s department of the built environment that piloted quantity surveying degree apprenticeships in Jan 16. Data were collected from a survey designed to investigate employer’s expectations of degree apprenticeships, their advantages and disadvantages and to ascertain the impact that the new approach might impact graduate recruitment in future. The survey findings were used to inform the strategic direction of the university’s engagement with industry and with the degree apprenticeship initiative.",246102048,3,3,,a
(missing DOI),Transferencia tecnológica en programas públicos de cooperación universidad-empresa. Propuesta de un modelo basado en evidencia empírica*,"Jose Albors-Garrigos, Antonio Hidalgo Nuchera",(missing journal),2007,"Los retos de las politicas publicas de innovacion estan relacionados con la mejora de la transferencia del conocimiento y la tecnologia desde la universidad y los centros de investigacion a la industria, de ahi la nueva orientacion de las politicas tecnologicas nacionales y de la Union Europea. El objetivo de este trabajo es contribuir a la comprension de los factores subyacentes al proceso de transferencia de tecnologia de la universidad a la industria. En el mismo se intenta proporcionar respuestas a un numero de preguntas relacionadas con los factores de exito y las barreras que obstaculizan la transferencia de tecnologia y su impacto final en la industria.   Palabras clave : Transferencia de tecnologia, cooperacion universidad-empresa.",249180745,3,48,,
10.1145/3756681.3757024,Towards Lean Research Inception: Assessing Practical Relevance of Formulated Research Problems,"Anrafel Fernandes Pereira, Marcos Kalinowski, M. T. Baldassarre, Jürgen Börstler, Nauman Bin Ali, Daniel Méndez",International Conference on Evaluation & Assessment in Software Engineering,2025,"[Context] The lack of practical relevance in many Software Engineering (SE) research contributions is often rooted in oversimplified views of industrial practice, weak industry connections, and poorly defined research problems. Clear criteria for evaluating SE research problems can help align their value, feasibility, and applicability with industrial needs. [Goal] In this paper, we introduce the Lean Research Inception (LRI) framework, designed to support the formulation and assessment of practically relevant research problems in SE. We describe its initial evaluation strategy conducted in a workshop with a network of SE researchers experienced in industry-academia collaboration and report the evaluation of its three assessment criteria (valuable, feasible, and applicable) regarding their importance and completeness in assessing practical relevance. [Method] We applied LRI retroactively to a published research paper, engaging workshop participants in discussing and assessing the research problem by applying the proposed criteria using a semantic differential scale. Participants provided feedback on the criteria’s importance and completeness, drawn from their own experiences in industry-academia collaboration. [Results] The findings reveal an overall agreement on the importance of the three criteria – valuable (83.3%), feasible (76.2%), and applicable (73.8%) – for aligning research problems with industrial needs. Qualitative feedback suggested adjustments in terminology with a clearer distinction between feasible and applicable, and refinements for valuable by more clearly considering business value, ROI, and originality. [Conclusion] While LRI still constitutes ongoing research and requires further evaluation, our emerging results strengthen our confidence that the three criteria applied using the semantic differential scale can already help the community assess the practical relevance of SE research problems.",297861087,3,33,,
