Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Enablers facilitating industry-academia, transnational education and university-community partnering agility in higher education","PurposeThe study has a two-fold purpose: first, to identify the enablers of partnering agility in higher education, and, second, to analyze the interplay between the enablers.Design/methodology/approachTotal interpretive structural modelling (TISM) was used to construct a theoretical model of partnering agility enablers, and cross-impact matrix multiplication applied to classification (MICMAC) analysis was used to rank and segregate the enablers into independent, autonomous, dependent and linkage zones on the basis of their driving and dependence power.FindingsThe study helped in identifying eight enablers that can be instrumental in driving partnering agility in higher education. According to the TISM model, clarity on roles and responsibilities of partners was found to be the most crucial and vital enabler followed by resource sharing.Practical implicationsThe conceptual model provides a new direction on how to develop and strengthen higher education partnerships. The model has prioritized all the crucial enablers that the management can work around in order to drive partnering agility in higher education institutions.Originality/valueStudies in the past have majorly focused on academia–industry partnerships. This research has tried to provide a comprehensive view of the enablers and the multidirectional interplay between the enablers that can facilitate partnerships between academia and industry, Indian and international universities, and academia and community.","Shalini Menon; M. Suresh; R. Raghu Raman","2021","Higher Education, Skills and Work-based Learning","10.1108/heswbl-04-2021-0067","12","-","https://doi.org/10.1108/heswbl-04-2021-0067","","-","-","Include"
"Bridging the ‘Valley of Death’: Can Agile Principles Be Applied in Industry-Academia Research and Innovation Projects?","Government funding supports industry-academia research and innovation projects in Norway, sharing the risk of the research component in innovation. However, funding alone may not be sufficient to overcome potential differences in collaborative agendas and ways of working. As a result, positive research outcomes often get stuck in the valley of death, instead of ending up as successful innovations that create value. To contribute to bridging the valley of death, we investigated the importance of six agile principles for collaborative industry-academia research and innovation projects, abbreviated IPN in Norway. The study was limited to the manufacturing sector. We surveyed 124 IPN project leaders (70 from industry; 54 from academia) to evaluate the importance of the knowledge management practices associated with the six agile principles across the three project stages. The statistical analyses indicate the consistency of the agile principles throughout the project stages. This means that agile principles are relevant for IPN projects and can be used as guidelines for improvement of the knowledge management practices. Moreover, the study identifies the agile principles that are perceived as most important to use in different stages of a project. It also identifies the different perceptions of the importance of agile principles of the project leaders from industry and academia. These findings can support project leaders who are implementing agile principles to industry-academia research and innovation projects. The results from the study can also support national and federal research/innovation councils in decision-making when assessing industrial research applications.","Irina-Emily Hansen; Ola Jon Mork; T. Welo; G. Ringen","2021","Journal of the Knowledge Economy","10.1007/s13132-021-00846-2","7","-","https://doi.org/10.1007/s13132-021-00846-2","","-","-","Include"
"Bridging the gap: voices from industry and research on industrial relevance of SPLC","Product line engineering emerged from a fruitful interaction of applied research in academia, industry research, and software engineering practice. SPLC was created as the primary venue to exchange ideas on this emerging topic and integrate the communities. Yet, today, SPLC is mostly regarded as an academic conference with little industry participation. Since a strong integration of academia and industry is often seen positive, here, we try to better understand motivations for practitioners to visit academic conferences like SPLC and the impact this has on such conferences. This analysis is based on nine systematic interviews with practitioners and researchers, who have been members of the SPLC community and other leading software engineering communities for a long time. Our preliminary results clarify the relevance and interest of practitioners and researchers to exchange knowledge and learn when attending scientific software engineering conferences such as SPLC. Yet, the results also highlight the differences between the goals of industry and academic conference participants, which often lead to inefficiencies and even barriers for constructive interaction at scientific conferences such as SPLC. We use this as a basis for pointing out further discussion points, both from the perspective of the interviewees as well as the authors.","Klaus Schmid; R. Rabiser; Martin Becker; Goetz Botterweck; M. Galster; Iris Groher; Danny Weyns","2021","Software Product Lines Conference","10.1145/3461001.3474301","4","-","https://doi.org/10.1145/3461001.3474301","","-","-","Include"
"A case study of industry–academia communication in a joint software engineering research project","Empirical software engineering research relies on good communication with industrial partners. Conducting joint research both requires and contributes to bridging the communication gap between industry and academia (IA) in software engineering. This study aims to explore communication between the two parties in such a setting. To better understand what facilitates good IA communication and what project outcomes such communication promotes, we performed a case study, in the context of a long‐term IA joint project, followed by a validating survey among practitioners and researchers with experience of working in similar settings. We identified five facilitators of IA communication and nine project outcomes related to this communication. The facilitators concern the relevance of the research, practitioners' attitude and involvement in research, frequency of communication and longevity of the collaboration. The project outcomes promoted by this communication include, for researchers, changes in teaching and new scientific venues, and for practitioners, increased awareness, changes to practice, and new tools and source code. Besides, both parties gain new knowledge and develop social‐networks through IA communication. Our study presents empirically based insights that can provide advise on how to improve communication in IA research projects and thus the co‐creation of software engineering knowledge that is anchored in both practice and research.","Sergio Rico; E. Bjarnason; Emelie Engström; Martin Höst; P. Runeson","2021","J. Softw. Evol. Process.","10.1002/smr.2372","8","-","https://doi.org/10.1002/smr.2372","","-","-","Include"
"Toward Efficient Academia-Industry Collaboration: A Case Study of Joint VR System Development","Collaborative academia-industry development and evaluation of virtual reality (VR) systems is a mutually beneficial opportunity to investigate VR technology in a real context and conduct user studies with target users. However, such collaboration is rarely performed due to variations in project pace and work methods. In this article, we introduce the process of action research on joint design, development, and evaluation of a collaborative VR system to address industrial needs. The paper further presents employees’ subjective opinions and perceived value of industrial VR applications and reflects on their involvement throughout the process. The article concludes with a process-oriented framework for remote academia-industry collaboration, supported with practical suggestions on how to support this collaboration. Our experiences reveal the methods and advantages of remote collaboration in all phases of the process and signify the efficiency of the remote framework for academia-industry collaboration, especially relevant in the light of the COVID-19 pandemia..","A. Burova; Hanna Heinonen; Paulina Becerril Palma; Tuuli Keskinen; Jaakko Hakulinen; Viveka Opas; John Mäkelä; Kimmo Ronkainen; S. Siltanen; R. Raisamo; M. Turunen","2021","International Conference on Entertainment and Media in the Ubiquitous Era","10.1145/3464327.3464367","7","-","https://doi.org/10.1145/3464327.3464367","","-","-","Include"
"Exploring the Dimensions of University-Company Collaborations: Research, Talent, and Beyond","This paper explores the benefits of university-company collaborations beyond research and talent – primarily from a US and Canadian perspective. Company connections to specific universities may initially be based on research relationships or talent acquisition needs. Additional collaborative dimensions may include marketing, sales, public policy, local economic development, and philanthropy. University-company partnerships are complex and fragile. To build effective and enduring partnerships, we describe collaboration scenarios to: incubate collaborations, connect experts, assess and communicate collaborative value, and grow relationships. The paper presents a set of recommended activities to achieve a greater sustained impact for innovation and learning: orchestrate collaborative events, measure and track results, facilitate learning, catalyze research through philanthropy, leverage regional development and government incentives, incubate a collaborative ecosystem, and make collaboration results more visible and actionable.","Steven Fraser; D. Mancl","2021","2021 IEEE/ACM 8th International Workshop on Software Engineering Research and Industrial Practice (SER&IP)","10.1109/ser-ip52554.2021.00017","6","-","https://doi.org/10.1109/ser-ip52554.2021.00017","","-","-","Include"
"Changing Museums Through Cooperation and Collaboration","ABSTRACT Working within a new museological paradigm that sees museums as fluid, unbounded, and dependent upon context, this article seeks to examine the discourses that underpin collaboration as a contemporary and necessary museum education practice. In conducting this examination we will use examples from both Germany and the United States to illustrate the fact that though the two nations exist thousands of miles apart, and the museums within each nation are situated in different socio-political and cultural contexts, the underlying purpose of collaboration is the same in each nation and its museums. Collaboration seeks to change the museum from, in the immortal words of Stephen Weil, being about something to being for somebody.","L. Kampschulte; S. J. Hatcher","2021","Journal of Museum Education","10.1080/10598650.2020.1842046","7","false","https://doi.org/10.1080/10598650.2020.1842046","Situated; Context (archaeology); Politics; Museology; Sociology; Museum education; Visual arts; Media studies; Aesthetics; Political science","en","-","Include"
"Trends and Challenges for Software Engineering in the Mobile Domain","Mobile computing is becoming a key aspect of our lives. This article builds on conversations held during the 2018 IEEE/ACM International Conference on Mobile Software Engineering and Systems, highlighting mobile computing's impact on software engineering practices, the transition from research to industry, and related areas.","L. Baresi; W. Griswold; G. Lewis; M. Autili; I. Malavolta; C. Julien","2021","IEEE Software","10.1109/ms.2020.2994306","16","-","https://doi.org/10.1109/ms.2020.2994306","","-","-","Include"
"Modeling the Software Prototyping Process in a Research Context","The paper examines the Third Mission of universities from the point of view of company collaboration in the prototype development process. The paper presents an implementation of university-enterprise collaboration in prototype development described by means of process modeling notation. In this article, the focus is on modeling the software prototyping process in a research context. This research paper introduces prototype development in a university environment. The prototypes are made in collaboration with companies, which offered real-world use cases. The prototype development process is introduced by a modeling procedure with four example prototype cases. The research method used is an eight-step process modeling approach. The goal was to find instances of activity, artifact, resource, and role. The results of modeling are presented using textual and graphical notation. This paper describes the data elicitation, where the process knowledge is collected using stickers-on-the-wall technique, and the creation of the model is described. Finally, the shortcomings found in our existing practices and possibilities for improving our prototype development processes and practices are discussed.","M. Saari; J. Soini; J. Grönman; Petri Rantanen; T. Mäkinen; Pekka Sillberg","2020","European-Japanese Conference on Information Modelling and Knowledge Bases","10.3233/faia200823","-","-","https://doi.org/10.3233/faia200823","","-","-","Include"
"Knowledge, Skills, and Abilities for Specialized Curricula in Cyber Defense","More specialized cybersecurity education programs are needed to address workforce needs, but it is unclear which knowledge, skills, and abilities (KSAs) fulfil industry needs. We interviewed 48 professionals within four cyber defense specialty areas: (1) Cyber Network Defense Analysis, (2) Cyber Network Defense Infrastructure Support, (3) Incident Response, and (4) Vulnerability Assessment and Management. The professionals rated a number of specialized KSAs along two dimensions: how important the KSA was to their job and how difficult the KSA was to learn. Overall, communication and other non-technical skills were rated as being very important for all cyber defense jobs. Findings indicated that, for some specialty areas, technical knowledge and skills vary considerably between jobs and so the ability to teach oneself is more valuable than proficiency in any one KSA. Findings may be used to inform the development of general cybersecurity curricula, as well as curricula that focus on Cyber Network Defense Analysis, Cyber Network Defense Infrastructure Support, or Vulnerability Assessment and Management.","Miriam E. Armstrong; Keith S. Jones; A. Namin; David C. Newton","2020","ACM Transactions on Computing Education","10.1145/3421254","15","-","https://doi.org/10.1145/3421254","","-","-","Include"
"Industry-Academia research collaboration in software engineering: The Certus model","Abstract Context Research collaborations between software engineering industry and academia can provide significant benefits to both sides, including improved innovation capacity for industry, and real-world environment for motivating and validating research ideas. However, building scalable and effective research collaborations in software engineering is known to be challenging. While such challenges can be varied and many, in this paper we focus on the challenges of achieving participative knowledge creation supported by active dialog between industry and academia and continuous commitment to joint problem solving. Objective This paper aims to understand what are the elements of a successful industry-academia collaboration that enable the culture of participative knowledge creation. Method We conducted participant observation collecting qualitative data spanning 8 years of collaborative research between a software engineering research group on software V&V and the Norwegian IT sector. The collected data was analyzed and synthesized into a practical collaboration model, named the Certus Model. Results The model is structured in seven phases, describing activities from setting up research projects to the exploitation of research results. As such, the Certus model advances other collaborations models from literature by delineating different phases covering the complete life cycle of participative research knowledge creation. Conclusion The Certus model describes the elements of a research collaboration process between researchers and practitioners in software engineering, grounded on the principles of research knowledge co-creation and continuous commitment to joint problem solving. The model can be applied and tested in other contexts where it may be adapted to the local context through experimentation.","D. Marijan; A. Gotlieb","2020","Information and Software Technology","10.1016/j.infsof.2020.106473","46","-","https://doi.org/10.1016/j.infsof.2020.106473","","-","-","Include"
"Towards a unified catalog of attributes to guide industry in software testing technique selection","[Context] The correct selection of a software testing technique can positively influence the quality of the software in development. In previous work, a mapping study was conducted to identify approaches concerning software testing techniques selection, highlighting the attributes used to support the testing technique selection process. [Objective] This paper presents a unified catalog composed of testing technique selection attributes, built from the mapping study results. The aim is to assist testing practitioners to choose the best testing techniques to apply to a particular software project. [Method] Through the 10 studies that present the attributes used for supporting the process of selecting software testing techniques, 178 attributes were extracted. From this, a careful analysis was conducted to exclude the attributes that appeared duplicated. [Results] According to the objective and features, the catalog of attributes was classified into 8 categories, namely (i) general testing characteristics; (ii) tools; (iii) test team; (iv) software project; (v) orthogonal defect classification (ODC) faults; (vi) web applications; (vii) concurrent software; and (viii) model-based testing. [Conclusion] Through the development of this catalog, we intend to help testers, guiding them on how to select the best testing technique to be applied to software projects in the industry. It is expected that this work can foster collaboration between industry and academia to help improve the quality of software developed by choosing the best testing technique. Also, we want to further extend this work through the validation in industry real cases.","Ítalo Santos; S. Melo; P. L. D. Souza; S. Souza","2020","International Conference on Software Testing, Verification and Validation Workshops","10.1109/icstw50294.2020.00071","5","-","https://doi.org/10.1109/icstw50294.2020.00071","","-","-","Include"
"Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work","How to increase the impact of software engineering research in the software industry and the society at large is a critical yet perplexing question to answer. Constrained by curtailed communication between researchers and practitioners, research conducted in a vacuum, or the ""publish or perish"" mindset, research collaborations between industry and academia often fail to deliver on the promise of creating a meaningful impact for practitioners. In an attempt to address these circumstances, this paper gives insights on applying research value co-creation to industry-academia collaboration in software engineering. We observe that the core of co-creation includes commitment, continuous engagement and alignment, aiming to produce value for both sides. Further we contend that co-creation has the potential to bridge the acknowledged research-practice collaboration gap through participative knowledge generation. Our experience stems from an eight-year long large collaborative project between a research organization and Norwegian software industry and public sector services. We suggest that for achieving research impact one needs to rethink the way industry and academia engage in and run collaborative projects. Traditional technology-transfer workflows where research is created in a lab and then pushed to industry practice do not stand the best chance of success. Instead, co-creating research with all stakeholders is likely to bring about the best research impact.","D. Marijan; A. Gotlieb","2020","EUROMICRO Conference on Software Engineering and Advanced Applications","10.1109/seaa51224.2020.00053","9","-","https://doi.org/10.1109/seaa51224.2020.00053","","-","-","Include"
"Collaborating to deliver value in health care: exploring conditions required for successful healthcare and life science sector collaboration","Purpose: The UK Government-funded National Health Service (NHS) is experiencing significant pressures owing to the complexity of challenges to, and demands of, healthcare provision. This situation has driven government policy level support for transformational change initiatives, such as Value-Based Health Care (VBHC), through closer alignment and collaboration across the healthcare system-life science sector nexus. The purpose of this paper is to evaluate the necessary antecedents to collaboration in VBHC through a critical exploration of the existing literature, with a view to establishing the foundations for further development of policy, practice and theory in this field Design/methodology/approach: A literature review was conducted via searches on Scopus and Google Scholar between 2009-2019 for peer-reviewed articles containing keywords and phrases ‘Value-based healthcare industry’ and ‘healthcare industry collaboration’. Refinement of the results led to the identification of ‘guiding conditions’ for collaboration in VBHC. Findings: Five literature-derived guiding conditions (GCs) were identified as necessary for the successful implementation of initiatives such as VBHC through system-sector collaboration. These are: a multi-disciplinarity; use of appropriate technological infrastructure; capturing meaningful metrics; understanding the total cycle-of-care; financial flexibility. The paper outlines research opportunities to empirically test the relevance of the five GCs with regard to improving system-sector collaboration on VBHC. * Corresponding Author","Daniel J. Rees; V. Bates; Roderick Thomas; S. Brooks; H. Laing; G. Davies; Michael D. Williams; Leighton Phillips; Yogesh K. Dwivedi","2020","Transforming Government People Process and Policy","10.1108/tg-05-2020-0074","7","false","https://doi.org/10.1108/tg-05-2020-0074","Health care; Nexus (standard); Transformational leadership; Government (linguistics); Enabling; Originality; Public relations; Flexibility (engineering); Knowledge management; Value (mathematics)","en","-","Include"
"A Holistic Approach to Academic Competences: Creating an Immersive Learning Experience","An innovative teaching method for research methodology courses. A case study from the course Academic Competencies for Information Management at Tilburg University.","Kenny Meesters; Yan Wang","2020","Zenodo (CERN European Organization for Nuclear Research)","10.5281/zenodo.3967028","-","-","https://doi.org/10.5281/zenodo.3967028","","-","-","Include"
"Misinformation Battle Revisited: Counter Strategies from Clinics to Artificial Intelligence","The spread of misinformation is one of the severe challenges that societies have been dealing with for many years. However, the rapid growth of social media has accelerated the creation and circulation of such information and turned it into a potential threat to the main societal institutions such as peace and democracy. Although many of iconic figures, policymakers, business leaders and researchers have warned us of serious repercussions of misinformation, a clear course of action is not yet visible. To tackle such an issue, the preliminary step would be the evaluation of the as-is situation, which allows us to identify the deficiencies of existing solutions. This issue has been addressed in this study by a comprehensive analysis over decades of societal efforts against misinformation. In this analysis, quelling strategies from organisational and government perspectives are explained. Then they are investigated from efficacy level and governance mode. Our analyses show that, despite a seemingly suitable setting for confronting misinformation, there is a major shortcoming in governance mode of current quelling strategies.","A. E. Fard; Shajeeshan Lingeswaran","2020","The Web Conference","10.1145/3366424.3384373","13","-","https://doi.org/10.1145/3366424.3384373","","-","-","Include"
"Establishing and implementing data collaborations for public good: A critical factor analysis to scale up the practice","Data analytics for public good has become a hot topic thanks to the inviting opportunities to utilize ‘new’ sources of data, such as social media insights, call detail records, satellite imagery etc. These data are sometimes shared by the private sector as part of corporate social responsibility, especially in situations of urgency, such as in case of a natural disaster. Such partnerships can be termed as ‘data collaboratives’. While experimentation grows, little is known about how such collaborations are formed and implemented. In this paper, we investigate the factors which are influential and contribute to a successful data collaborative using the Critical Success Factor (CSF) approach. As a result, we propose (1) a framework of CSFs which provides a holistic view of elements coming into play when a data collaborative is formed and (2) a list of Top 15 factors which highlights the elements which typically have a greater influence over the success of the partnership. We validated our findings in two case studies and discussed three broad factors which were found to be critical for the formation of data collaboratives: value proposition, trust, and public pressure. Our results can be used to help organizations prioritize and distribute resources accordingly when engaging in a data collaborative.","Iryna Susha","2020","Inf. Polity","10.3233/ip-180117","26","-","https://doi.org/10.3233/ip-180117","","-","-","Include"
"Exploring the industry's challenges in software testing: An empirical study","Context Software testing is an important and costly software engineering activity in the industry. Despite the efforts of the software testing research community in the last several decades, variou ...","V. Garousi; M. Felderer; M. Kuhrmann; Kadir Herkiloglu; Sigrid Eldh","2020","J. Softw. Evol. Process.","10.1002/smr.2251","55","-","https://doi.org/10.1002/smr.2251","","-","-","Include"
"Software Models for Source Code Maintainability: A Systematic Literature Review","In this study, we collected evidence from empirical studies published over two decades-from 1995 to 2018-to answer the following general research question: ""What is the current existing empirical evidence concerning the use of software modeling to support source code maintenance?"" We carried out a systematic literature review on research published in relevant journals, as well as conference and workshop proceedings, to investigate various aspects of our general research question. Although there is a common belief that software models are beneficial for source code maintainability, this aspect has been scarcely investigated in the literature and only a few empirical studies have been conducted in an industrial context. Moreover, most of the used models are UML. As so, our study shows that there is a small body of research related to this field.","M. T. Baldassarre; D. Caivano; Simone Romano; G. Scanniello","2019","EUROMICRO Conference on Software Engineering and Advanced Applications","10.1109/seaa.2019.00047","6","-","https://doi.org/10.1109/seaa.2019.00047","","-","-","Include"
"Increasing the Impact of Industry–Academia Collaboration through Co-Production","Increased competition and globalization motivate us to join forces to enhance the impact of the research conducted. Collaboration between organizations with different views can, however, be difficu ...","A. Sannö; A. Öberg; Erik Flores-García; M. Jackson","2019","Technology Innovation Management Review","10.22215/timreview/1232","34","-","https://doi.org/10.22215/timreview/1232","","-","-","Include"
"Characterizing industry-academia collaborations in software engineering: evidence from 101 projects","Research collaboration between industry and academia supports improvement and innovation in industry and helps ensure the industrial relevance of academic research. However, many researchers and practitioners in the community believe that the level of joint industry-academia collaboration (IAC) projects in Software Engineering (SE) research is relatively low, creating a barrier between research and practice. The goal of the empirical study reported in this paper is to explore and characterize the state of IAC with respect to industrial needs, developed solutions, impacts of the projects and also a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review (SLR) study. To address the above goal, we conducted an opinion survey among researchers and practitioners with respect to their experience in IAC. Our dataset includes 101 data points from IAC projects conducted in 21 different countries. Our findings include: (1) the most popular topics of the IAC projects, in the dataset, are: software testing, quality, process, and project managements; (2) over 90% of IAC projects result in at least one publication; (3) almost 50% of IACs are initiated by industry, busting the myth that industry tends to avoid IACs; and (4) 61% of the IAC projects report having a positive impact on their industrial context, while 31% report no noticeable impacts or were “not sure”. To improve this situation, we present evidence-based recommendations to increase the success of IAC projects, such as the importance of testing pilot solutions before using them in industry. This study aims to contribute to the body of evidence in the area of IAC, and benefit researchers and practitioners. Using the data and evidence presented in this paper, they can conduct more successful IAC projects in SE by being aware of the challenges and how to overcome them, by applying best practices (patterns), and by preventing anti-patterns.","V. Garousi; Dietmar Pfahl; J. Fernandes; M. Felderer; M. Mäntylä; D. Shepherd; Andrea Arcuri; Ahmet Coskunçay; B. Tekinerdogan","2019","Empirical Software Engineering","10.1007/s10664-019-09711-y","57","-","https://doi.org/10.1007/s10664-019-09711-y","","-","-","Include"
"Contextualizing Research Evidence through Knowledge Translation in Software Engineering","Usage of software engineering research in industrial practice is a well-known challenge. Synthesis of knowledge from multiple research studies is needed to provide evidence-based decision-support for industry. The objective of this paper is to present a vision of how a knowledge translation framework may look like in software engineering research, in particular how to translate research evidence into practice by combining contextualized expert opinions with research evidence. We adopted the framework of knowledge translation from health care research, adapted and combined it with a Bayesian synthesis method. The framework provided in this paper includes a description of each step of knowledge translation in software engineering. Knowledge translation using Bayesian synthesis intends to provide a systematic approach towards contextualized, collaborative and consensus-driven application of research results. In conclusion, this paper contributes towards the application of knowledge translation in software engineering through the presented framework.","Deepika Badampudi; C. Wohlin; T. Gorschek","2019","International Conference on Evaluation & Assessment in Software Engineering","10.1145/3319008.3319358","15","-","https://doi.org/10.1145/3319008.3319358","","-","-","Include"
"Joining Voices: University – Industry Partnerships in the Humanities","University-industry partnerships are common in the Sciences, but less so in the Humanities. As a result, there is little understanding of how they work in the Humanities. Using the Implementing New Knowledge Environments: Networked Open Social Scholarship (INKE:NOSS) initiative as a case study, this paper contributes to this discussion by examining the nature of the university-industry partnership with libraries and academic-adjacent organizations, and associated benefits, challenges, measures of success, and outcomes. Interviews were conducted with the collaboration’s industry partners. After several years of collaboration on the development of a grant application, industry partners have found the experience of working with academics to be a positive one overall. Industry partners are contributing primarily in-kind resources in the form of staff time, travel to meetings, and reading and commenting on documents. They have also been able to realize benefits while negotiating the challenges. Using qualitative standards, measures of success and desired outcomes are being articulated. This work developing the partnership should stand the larger INKE:NOSS team in good stead if they are successful with securing grant funding.","Lynne Siemens","2019","KULA knowledge creation dissemination and preservation studies","10.5334/kula.42","1","-","https://doi.org/10.5334/kula.42","","-","-","Include"
"Fashion education in Sri Lanka: the nexus between formal and informal education","For the past 15 years, the Sri Lankan apparel industry has been upgrading from apparel assembly to providing design and product development services. The country’s fashion education developed in response to the industry’s need for design professionals. The purpose of this study is to explore how fashion designer competencies are developed within Sri Lanka. This study adopts a qualitative approach using semi-structured interviews conducted with 28 fashion and product development professionals, selected through purposive sampling. The development of fashion designer competencies within SL in this context are analysed and discussed. The study proposes a ‘fashion education ecosystem’ that has emerged from the nexus between formal fashion education and training and professional development within the industry, supporting the upgrading of the industry through the enhancement of designer skills. Sri Lanka, as a small country that depends heavily on the apparel industry for employment and economic development, provides a model for other developing countries seeking industrial upgrading from apparel assembly to design and product development services through the fashion education ecosystem.","S. Gopura; A. Payne; D. Bandara; L. Buys; L. Seneheweera","2019","International Journal of Fashion Design Technology and Education","10.1080/17543266.2018.1467500","5","true","https://doi.org/10.1080/17543266.2018.1467500","Nexus (standard); Clothing; Product (mathematics); Context (archaeology); New product development; Business; Nonprobability sampling; Marketing; Developing country; Product design","en","-","Include"
"Practical relevance of software engineering research: synthesizing the community’s voice","Software engineering (SE) research should be relevant to industrial practice. There have been regular discussions in the SE community on this issue since the 1980’s, led by pioneers such as Robert Glass. As we recently passed the milestone of “50 years of software engineering”, some recent positive efforts have been made in this direction, e.g., establishing “industrial” tracks in several SE conferences. However, many researchers and practitioners believe that we, as a community, are still struggling with research relevance and utility. The goal of this paper is to synthesize the evidence and experience-based opinions shared on this topic so far in the SE community, and to encourage the community to further reflect and act on the research relevance. For this purpose, we have conducted a Multi-vocal Literature Review (MLR) of 54 systematically-selected sources (papers and non peer-reviewed articles). Instead of relying on and considering the individual opinions on research relevance, mentioned in each of the sources, the MLR aims to synthesize and provide the “holistic” view on the topic. The highlights of our MLR findings are as follows. The top three root causes of low relevance, discussed in the community, are: (1) Researchers having simplistic views (or wrong assumptions) about SE in practice; (2) Lack of connection with industry; and (3) Wrong identification of research problems. The top three suggestions for improving research relevance are: (1) Using appropriate research approaches such as action-research; (2) Choosing relevant (practical) research problems; and (3) Collaborating with industry. By synthesizing all the discussions on this important topic so far, this paper aims to encourage further discussions and actions in the community to increase our collective efforts to improve the research relevance. Furthermore, we raise the need for empirically-grounded and rigorous studies on the relevance problem in SE research, as carried out in other fields such as management science.","V. Garousi; Markus Borg; M. Oivo","2018","Empirical Software Engineering","10.1007/s10664-020-09803-0","49","-","https://doi.org/10.1007/s10664-020-09803-0","","-","-","Include"
"A study and comparison of industrial vs. academic software product line research published at SPLC","The study presented in this paper aims to provide evidence for the hypothesis that software product line research has been changing and that the works in industry and academia have diverged over time. We analysed a subset (140) of all (593) papers published at the Software Product Line Conference (SPLC) until 2017. The subset was randomly selected to cover all years as well as types of papers. We assessed the research type of the papers (academic or industry), the kind of evaluation (application example, empirical, etc.), and the application domain. Also, we assessed which product line life-cycle phases, development practices, and topics the papers address. We present an analysis of the topics covered by academic vs. industry research and discuss the evolution of these topics and their relation over the years. We also discuss implications for researchers and practitioners. We conclude that even though several topics have received more attention than others, academic and industry research on software product lines are actually rather in line with each other.","R. Rabiser; Klaus Schmid; Martin Becker; Goetz Botterweck; M. Galster; Iris Groher; Danny Weyns","2018","Software Product Lines Conference","10.1145/3233027.3233028","35","-","https://doi.org/10.1145/3233027.3233028","","-","-","Include"
"Collaborative Research Project Networks","Many businesses seeking enhanced innovation have corporate research teams that engage in collaborative research projects (CRPs), with external entities such as universities, public organizations, or customers. Anecdotal evidence, however, suggests mixed outcomes of CRPs in terms of corporate research impact, which implies successful transfer of novel knowledge generated within CRPs to company-internal business networks to develop radically innovative products. We use the multiple regression quadratic assignment procedure (MRQAP) and meta-analysis to analyze six CRP networks. Our findings indicate that the network’s relational characteristics (tie strength) and structural characteristics (network range) are important determinants of knowledge transfer at the fuzzy front end of innovation.","Marissa Takahashi; M. Indulska; J. Steen","2018","Project Management Journal","10.1177/8756972818781630","19","-","https://doi.org/10.1177/8756972818781630","","-","-","Include"
"Making medicines","The approach to building innovative partnerships between academia and the pharmaceutical industry has expanded to investigate collaborations that offer meaningful outcomes beyond discovery and increased productivity. This case study uses a systems thinking approach to guide the process and analyse the outcome of a partnership undertaken by one pharmaceutical company and academia. The collaborative process established three tiers of evolution over a 3-year period. The outcome was an online module–based course, entitled ‘Making Medicines: The Process of Drug Development’, that provides information about the drug discovery and development process. Both the course development and the final product serve as a useful case study of how collaboration between academia and industry might be achieved. The development process itself is proposed as an appropriate approach for building educational partnerships.","E. McClain; Yolanda Johnson-Moton; B. Larsen; R. Ellis; E. Niederhoffer","2018","Industry & higher education","10.1177/0950422218785826","11","-","https://doi.org/10.1177/0950422218785826","","-","-","Include"
"Traceability information model for very small entities with ISO/IEC 29110","Requirements traceability is an important quality factor in the life cycle of the software, there is a lot of software standards that demands his implementation, for example, ISO/IEC 29110, a standard for very small entities; however, projects of small organizations do not perform an adequate application of traceability. In the literature there are proposals with a high level of abstraction; the realization of a traceability information model for small software development organizations provides a narrow alternative, reducing the gap between the theory and the reality in software development. We present a traceability information model for small organizations within the framework of ISO/IEC 29110, in this way organizations access an illustrative and reusable traceability solution that allows them to improve the quality of software development. The article contemplates the definition of the models.","Marco Antonio García Carrión; Medardo Delgado Paredes; Percy Huertas Niquen; Álvaro Fernández del Carpio","2018","International Conference on Geoinformatics and Data Analysis","10.1145/3220228.3220259","1","false","https://doi.org/10.1145/3220228.3220259","Traceability; Requirements traceability; Software engineering; Computer science; Software development; Software quality; Software development process; Software; Systems engineering; Engineering","en","-","Include"
